NPI,Full_Name,Primary Specialty,Primary Hospital Affiliation,source_hospital_system,HQ_STATE
1568430981,"Leto, Lisa R",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1013355007,"Letourneau, Marcel Michael",Cardiology - Interventional Cardiology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1609223767,"Lettinga, Mark Douglas",Emergency Medicine,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),BHSH,MI
1457451106,"Letwak, Maria Adeliza",Nurse - Nurse Practitioner,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1366859985,"Leung Wai Sang, Stephane ",Cardiology - Cardiac Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1609443530,"Leventis, Nicholas G",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1336526292,"Leverett, Inga Monae",Nurse - Nurse Practitioner,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),BHSH,MI
1144708769,"Leversee, Lauren Taylor",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1558882241,"Levesque, Randy Neil Marvin",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1285922187,"Levin, Michael ",Urology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1245211648,"Levin, Robert N",Cardiology - Cardiologist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1568930717,"Levin, Sarah Elizabeth",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1437140456,"Levin, Emily B",Dermatology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1598903379,"Levin, Julie Renee",Emergency Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1912569047,"Levine, Anna ",Surgery - General Surgery,Corewell Health Zeeland Hospital (FKA Spectrum Health Zeeland Community Hospital),BHSH,MI
1831401421,"Levine, Zachary Todd",Infectious Disease,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1366590036,"Levine, Robert Warren",Chiropractic,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1376523597,"Levine-Blase, Barbara ",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1346358967,"Levinson, Martin P",Pediatric Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1275516692,"Levinson, Jay R",Gastroenterology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1861841991,"Levitin, Ronald ",Radiology - Radiation Oncology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1750835005,"Levitt, Kelly Ann",Nurse - Certified Nurse Midwife,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1538259650,"Levitt, Neil G",Rheumatology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1407524945,"Levy, Michelle S",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1568433506,"Levy, Robert S",Adolescent Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1568859429,"Lewan, Elizabeth Ann",Obstetrics/Gynecology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1073949095,"Lewandoski, Anne Katherine",Nurse - Certified Nurse Midwife,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,WI
1558124289,"Lewandowski, Alyssa Kay",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1033162474,"Lewandowski, Jeanne G",Pediatric Medicine,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1013764596,"Lewandowski, Elizabeth ",Family Practice,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),BHSH,MI
1952385700,"Lewerenz, James S",General Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1558479469,"Lewis, Raja Edmon",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1558148155,"Lewis, Jaelynn ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1245215573,"Lewis, Scott G",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1407630619,"Lewis, Toni Lynn",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1194797480,"Lewis, Zachary H",Surgery - General Surgery,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),BHSH,MI
1750598959,"Lewis, Aaron ",Anesthesiology - Anesthesiologist,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1639660046,"Lewis, Ingrid ",Nurse - Nurse Practitioner,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),BHSH,MI
1174581300,"Lewis, Leonard A",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1205558459,"Lewis, Chelby ",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1457941411,"Lewis, Mackenzie Rae",Nurse - Nurse Practitioner,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),BHSH,IL
1285120535,"Lewis, Stormi Leigh",Obstetrics/Gynecology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1619917168,"Lewis, Mary Louise",Nurse - Certified Nurse Midwife,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1538519467,"Lewis, Steven Patrick",Surgery - Orthopedic Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1679860142,"Lewis, Nicole L",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,CA
1649528076,"Lewis, Kathryn Elizabeth",Nurse - Nurse Practitioner,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,NC
1801856901,"Lewis, Denise J",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1053963611,"Lewis, Kathleen ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1356836316,"Lewis, Brian Gerald",Emergency Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1821822347,"Lex, Sarah ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1144647330,"Lezotte, Jonathan William",Surgery - General Surgery,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1043265168,"Li, Ying ",Pathology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1891143301,"Li, Luyuan ",Surgery - Neurosurgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1578733325,"Li, Guibin ",Geriatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1760429534,"Li, Wei ",Pathology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1295319465,"Li, Shuo ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1043772098,"Lian, Haley ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1184937013,"Liao, Theodore William",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1962760595,"Liaw, Aron ",Urology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1356884746,"Licata, Michael R",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1346352382,"Lichten, Edward Mark",Obstetrics/Gynecology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1962465476,"Lichtenberg, Richard ",Radiology - Interventional Radiology,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1962478974,"Lick, David Douglas",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1568469500,"Licovski, Liljana ",Podiatry,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1578074654,"Lidbeck, Kristine Lynn",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1548796881,"Lieberman, Leedor ",Endocrinology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1649698135,"Liebman, Ronald Mark",Psychiatry,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1285184283,"Lien, Rachel C",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MA
1215297635,"Liendo, Daniel ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1811257496,"Lietaert, Ann Marie ",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1043214414,"Lieuwen, David Francis",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1053414128,"Lightfoot, Diana L",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1972182186,"Likes, Keerteshwrya ",Pediatric Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1790718971,"Lile, Laura ",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,GA
1285497016,"Lilley, Julie ",Physician Assistant,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1619329406,"Lim, James Ray Mata",Infectious Disease,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MA
1548339898,"Lim, Kenneth ",Urology,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1245805142,"Lim, Chee Yao ",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1851812994,"Lim, Sarah Benson",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1730848458,"Lim, Ryan Roland",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1528044146,"Lim, Sue ",Ophthalmology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1407030307,"Lim, Emerson Albert",Oncology - Medical Oncology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1649262353,"Limchoa, Emilio R",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1457720310,"Limke, Christina ",Psychology - Clinical Psychologist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1346602448,"Lin, Taylor Ann",Allergy/Immunology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1528008075,"Lin, Ho-sheng ",Otolaryngology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1396439147,"Lin, Rachel ",Emergency Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1457104820,"Lin, Jason ",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1760191464,"Lin, Dennis ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1013586536,"Lin, Victor ",Anesthesiology - Anesthesiologist,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),BHSH,MI
1083925317,"Lin, Cindy Chan Juan",Anesthesiology - Anesthesiologist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1902801319,"Linard, Homer C",Surgery - Orthopedic Surgery,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1144529918,"Linares, Nora ",Emergency Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1083878748,"Linck, John F",Psychology - Clinical Psychologist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1609153204,"Lincourt, Ann V",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1124023312,"Lind, Diana Marie",Ophthalmology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,NE
1134738339,"Lindbloom, Gabrielle Marie",Nurse - Nurse Practitioner,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),BHSH,MI
1801591672,"Lindemann, Emma Leah",Emergency Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1235390527,"Linden, Carey Chicorel",Allergy/Immunology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1326481847,"Lindenborn, Brian Webb",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),BHSH,MI
1326660580,"Lindman, Kristin A",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1760884126,"Lindner, Kelly Ann",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1871991711,"Lindner, Al J",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1023868387,"Lindquist, Robert Pierce",Neurology,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,IL
1962507947,"Lindsay, Lisa M",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1730330416,"Lindsay, Colleen A",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1679537443,"Lindsey, John D",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,TX
1932505567,"Lindsey, Alexandra ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1902499635,"Lindsey, Miranda Nicole",Nurse - Nurse Practitioner,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),BHSH,MI
1922142561,"Ling, Joy Shen",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1184662249,"Ling-Mcgeorge, Katherine A",Pediatric Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1134233992,"Ling-Stowers, Enid Athena",Emergency Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1780697912,"Lingam, Deepthi ",Obstetrics/Gynecology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1265285217,"Link, Kristen Darlene",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1689038119,"Link, Christina M",Surgery - Colorectal Surgery (formerly proctology),Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1427697499,"Linkner, Alexander Jonah Ronnie",Anesthesiology - Anesthesiologist Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1902866262,"Linovitz, Andrew ",Emergency Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1598495988,"Linscheid, Luke William",Nurse - Nurse Practitioner,Corewell Health Watervliet Hospital (FKA Spectrum Health Lakeland Watervliet Hospital),BHSH,MI
1356355580,"Linsk, Richard Lewis",Psychiatry,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,VA
1730682261,"Linton-Fisher, Robin M",Therapy - Physical Therapist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1659085033,"Linville, Emily ",Nurse - Nurse Practitioner,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),BHSH,MI
1285318980,"Liogas-Deneau, Natalie ",Emergency Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1457096448,"Lionte, Ashlee ",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),BHSH,MI
1154760650,"Lipa, Julie Walters",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1326743006,"Lipa, Kyle Andrew",Emergency Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1164415626,"Lipinski, Judith T",Dermatology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1891901344,"Lippincott, Ida Afshar",Other,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1922111814,"Lippitt, Denise Marie",Pediatric Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1285676718,"Lipski, Robin Leigh",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1528083037,"Lipsky, Jeffrey S",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1396729737,"Lipson, Peter A",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1679561211,"Lirio, Ruel ",Pediatric Medicine,Corewell Health Zeeland Hospital (FKA Spectrum Health Zeeland Community Hospital),BHSH,MI
1265980023,"Lisbon, Jenaye Laron",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1710961990,"Lisowsky, Taras ",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1457592990,"Liss, Zachary Jonathan",Urology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1619478880,"List, Michael Steven",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,DC
1508973538,"Listello, David A",Pulmonary Disease,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1972174845,"Litch, Charles Andrew",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,CO
1982340063,"Litman, Eric Ross",Emergency Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,OH
1386807139,"Litt, Arashdeep Kaur",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1326417940,"Litteral, Sara ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1629456801,"Little, Sarah ",Pediatric Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1619293818,"Little, Heather Anne",Neurology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1790342509,"Littler, Susan R",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1386916559,"Litty, Jared Paul",Physician Assistant,Corewell Health Zeeland Hospital (FKA Spectrum Health Zeeland Community Hospital),BHSH,MI
1538493184,"Litzenberger, Joshlyn S",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1073365680,"Liu, Katelyn ",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1063265262,"Liu, Kevin ",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1598406613,"Liu, Gordon Chikit",Surgery - General Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1871558536,"Liu, Yongmin ",Physical Medicine and Rehabilitation,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1780243246,"Liu, Tianyu ",Ophthalmology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1265010581,"Liu, Bo ",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1508502550,"Liu, Chung-tang ",Radiology - Radiation Oncology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1912113994,"Liu, James J",Pathology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1326610361,"Liu, Benjamin ",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1144081969,"Lively, Azaria ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1225723281,"Lively, Anna Elisa",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1215562392,"Livermore, Nina Rae",Surgery - Plastic and Reconstructive Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1689624017,"Livingston, Andrew John",Surgery - Plastic and Reconstructive Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1699521021,"Livovich, Allyssa Jaye",Physician Assistant,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1457450413,"Liyanage, Modini Chintha",Family Practice,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),BHSH,MI
1154904514,"Llewellyn, Killian ",Surgery - General Surgery,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1598998288,"Loafman, Nicholas ",Surgery - Orthopedic Surgery,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1386192326,"Loane, Ashley E",Nurse - Nurse Practitioner,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1215484324,"Lobdell, Danielle ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1962512699,"Lobo, John Rohan",Urology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1881075331,"Locke, Megyn Michele",Social Worker - Licensed Clinical Social Worker,Corewell Health Reed City Hospital (FKA Spectrum Health Reed City Hospital),BHSH,MI
1740314970,"Locke, Daneen Heather",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1386112928,"Lockhart, Macy Anne",Family Practice,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),BHSH,MI
1992188684,"Lockstadt, Ariana Christina",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1861477903,"Loder, Andrea Slifer",Pediatric Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1811612690,"Lodge, Cienna Renee",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1992911457,"Loehrke, Jamie ",Obstetrics/Gynecology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1154529436,"Lofgren, Charlotte L",Pediatric Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,NY
1326371592,"Lofgren, Jessica Marie",Infectious Disease,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1245681568,"Logan, Kristen B",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1043040975,"Logan, Jessica ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1073707519,"Logie, Bradley Dwight",Surgery - Oral Surgery (dentists only),Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,OK
1710947072,"Loginsky, Stephan J",Radiology - Diagnostic Radiology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1639238090,"Lohar, Pritesh V",Oncology - Hematology/Oncology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
