Facility_Name,City,total_providers,bcbsmi_providers,bcbsmi_coverage_pct,providers_analyzed,providers_with_payments,payment_penetration_pct,total_payments,avg_payment_per_provider,max_provider_payment,total_transactions,avg_manufacturers_per_provider,total_rx_cost,total_rx_count,unique_drugs,top_drugs,max_drug_prescribers,payment_intensity_score,payment_penetration_score,prescription_volume_score,provider_concentration_score,composite_risk_score,risk_rank,risk_category
Michigan Pain Consultants PC,Grand Rapids,22,21,95.45,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19.09,19.09,425.0,Low
Centrica Care Navigators Corporate Office (FKA Hospice Care of Southwest Michigan - Kalamazoo),Kalamazoo,65,62,95.38,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19.076,19.076,426.0,Low
Packard Health,Ann Arbor,20,19,95.0,0,0,0.0,0.0,0.0,0.0,0,0.0,2040483.36927,2791.0,5,"TRULICITY: $0.6M, JARDIANCE: $0.6M, OZEMPIC: $0.4M",7,0.0,0.0,0.07279475613255494,19.0,19.072794756132556,427.0,Low
Pulmonary Allergy Critical Care & Sleep Associates,Rochester Hills,21,20,95.24,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19.048,19.048,428.0,Low
Nephrology Associates of Michigan PC,Ypsilanti,21,20,95.24,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19.048,19.048,428.0,Low
Renal Associates of West Michigan PC,Grand Rapids,21,20,95.24,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19.048,19.048,428.0,Low
McLaren Thumb Region (FKA Huron Medical Center),Bad Axe,169,160,94.67,0,0,0.0,0.0,0.0,0.0,0,0.0,2823155.51144,3346.0,5,"ELIQUIS: $1.2M, XARELTO: $0.6M, OZEMPIC: $0.3M",5,0.0,0.0,0.10071678116792321,18.934,19.034716781167923,429.0,Low
Southwestern Medical Clinic,Niles,62,59,95.16,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19.032,19.032,430.0,Low
Southwestern Michigan Emergency Services PC,Kalamazoo,80,76,95.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19.0,19.0,431.0,Low
Michigan Institute of Urology PC,Troy,98,93,94.9,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.98,18.98,432.0,Low
Great Lakes Bay Health Center Jane Street,Saginaw,39,37,94.87,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.974000000000004,18.974000000000004,433.0,Low
Hospital Consultants PC,Grand Blanc,39,37,94.87,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.974000000000004,18.974000000000004,433.0,Low
MidMichigan Community Health Services,Houghton Lake,18,17,94.44,0,0,0.0,0.0,0.0,0.0,0,0.0,2145570.21695,2543.0,5,"TRULICITY: $0.9M, ELIQUIS: $0.4M, JARDIANCE: $0.3M",4,0.0,0.0,0.07654375578862238,18.888,18.964543755788625,434.0,Low
Spectrum Health Continuing Care - Hospice & Palliative Care,Grand Rapids,247,234,94.74,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.947999999999997,18.947999999999997,435.0,Low
DayOne Family Healthcare PC,Battle Creek,19,18,94.74,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.947999999999997,18.947999999999997,435.0,Low
SHMG Urgent Care - South Pavilion,Grand Rapids,113,107,94.69,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.938,18.938,436.0,Low
Healthsource Saginaw Long-Term Care Center,Saginaw,37,35,94.59,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.918000000000003,18.918000000000003,437.0,Low
DaVita Cornerstone Dialysis,Southfield,18,17,94.44,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.888,18.888,438.0,Low
MediLodge of Sterling Heights,Sterling Heights,18,17,94.44,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.888,18.888,438.0,Low
Heart & Vascular Institute,Dearborn,18,17,94.44,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.888,18.888,438.0,Low
Associated Endocrinologists PC,Farmington Hills,10,9,90.0,0,0,0.0,0.0,0.0,0.0,0,0.0,24285834.95872,27234.0,5,"OZEMPIC: $9.7M, TRULICITY: $8.7M, JARDIANCE: $5.9M",9,0.0,0.0,0.8664032551894674,18.0,18.866403255189468,439.0,Low
MyMichigan Urgent Care Gladwin,Gladwin,35,33,94.29,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.858,18.858,440.0,Low
Great Lakes Bay Health Centers Mobile Medical,Saginaw,61,57,93.44,0,0,0.0,0.0,0.0,0.0,0,0.0,4714077.3342,2302.0,8,"ENBREL: $1.8M, HUMIRA: $1.4M, TRULICITY: $0.6M",4,0.0,0.0,0.16817589160545926,18.688,18.856175891605456,441.0,Low
SKLD - Livonia (FKA Heartland Health Care Center Livonia North East),Livonia,17,16,94.12,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.824,18.824,442.0,Low
The Wellness Plan Medical Centers,Detroit,17,16,94.12,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.824,18.824,442.0,Low
North Oakland Caregivers Inc,Clarkston,17,16,94.12,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.824,18.824,442.0,Low
Shattuck Family Physicians PLLC,Caro,17,16,94.12,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.824,18.824,442.0,Low
Gary Burnstein Community Health Clinic,Pontiac,17,16,94.12,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.824,18.824,442.0,Low
Marvin & Betty Danto Health Care Center (FKA ProMedica Marvin & Betty Danto Health Care Center),West Bloomfield,17,16,94.12,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.824,18.824,442.0,Low
Pinecrest Medical Care Facility,Powers,17,16,94.12,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.824,18.824,442.0,Low
Western Wayne Physicians PLC (Western Wayne Family Physicians PLC),Allen Park,17,16,94.12,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.824,18.824,442.0,Low
Michigan Vascular Center,Flint,17,16,94.12,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.824,18.824,442.0,Low
MediLodge of Southfield,Southfield,17,16,94.12,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.824,18.824,442.0,Low
Aspirus Houghton Clinic,Houghton,16,15,93.75,0,0,0.0,0.0,0.0,0.0,0,0.0,1140654.40719,1466.0,5,"TRULICITY: $0.4M, ELIQUIS: $0.3M, XARELTO: $0.3M",4,0.0,0.0,0.04069313215359656,18.75,18.790693132153596,443.0,Low
WMed Health,Kalamazoo,98,92,93.88,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.776,18.776,444.0,Low
Corewell Health Physicians (FKA Spectrum Health Physicians),Grand Rapids,163,153,93.87,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.774,18.774,445.0,Low
Rehabilitation Physicians PC,Novi,16,15,93.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.75,18.75,446.0,Low
Oceana County Medical Care Facility,Hart,16,15,93.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.75,18.75,446.0,Low
Friendship Village of Kalamazoo - Skilled Nursing,Kalamazoo,16,15,93.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.75,18.75,446.0,Low
Quality Home Health Care Services of Michigan - Southfield,Southfield,16,15,93.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.75,18.75,446.0,Low
Get Well Urgent Care - Dearborn,Dearborn,16,15,93.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.75,18.75,446.0,Low
Great Lakes Foot & Ankle Institute,Chesterfield,16,15,93.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.75,18.75,446.0,Low
Get Well Urgent Care - Madison Heights,Madison Heights,16,15,93.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.75,18.75,446.0,Low
Optalis Health & Rehabilitation of Dearborn Heights (FKA ProMedica Skilled Nursing and Rehabilitation - Dearborn Heights),Dearborn Heights,16,15,93.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.75,18.75,446.0,Low
Paragon Health PC,Kalamazoo,48,45,93.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.75,18.75,446.0,Low
Shelby Pediatric Associates & Child Lung Center,Shelby Township,16,15,93.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.75,18.75,446.0,Low
Fresenius Kidney Care - Warren,Warren,16,15,93.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.75,18.75,446.0,Low
Regency a Villa Center (FKA Regency Nursing and Rehabilitation Center),Taylor,16,15,93.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.75,18.75,446.0,Low
Trinity Health Shelby Hospital (FKA Mercy Health Lakeshore Campus),Shelby,319,299,93.73,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.746000000000002,18.746000000000002,447.0,Low
Millennium Medical Group,Farmington Hills,94,88,93.62,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.724,18.724,448.0,Low
HarmonyCares Hospice - Troy (FKA Grace Hospice - Troy),Troy,15,14,93.33,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.666,18.666,449.0,Low
Thornapple Manor,Hastings,15,14,93.33,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.666,18.666,449.0,Low
Healthsource Saginaw,Saginaw,15,14,93.33,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.666,18.666,449.0,Low
Imperial a Villa Center (FKA Imperial Nursing and Rehabilitation Center),Dearborn Heights,15,14,93.33,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.666,18.666,449.0,Low
Woodward Hills Health & Rehabilitation Center (AKA Optalis Health & Rehabilitation Center),Bloomfield Hills,15,14,93.33,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.666,18.666,449.0,Low
Southwestern Medical Clinic - Niles,Niles,30,28,93.33,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.666,18.666,449.0,Low
Get Well Urgent Care - Dearborn Heights,Dearborn Heights,15,14,93.33,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.666,18.666,449.0,Low
Great Lakes Neurosurgical Associates PC,Grand Rapids,15,14,93.33,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.666,18.666,449.0,Low
MyMichigan Medical Center Standish (FKA Ascension Standish Hospital),Standish,206,191,92.72,0,0,0.0,0.0,0.0,0.0,0,0.0,1192746.39792,1836.0,5,"TRULICITY: $0.4M, OZEMPIC: $0.3M, JARDIANCE: $0.2M",8,0.0,0.0,0.04255152699217164,18.544,18.58655152699217,450.0,Low
The Manor of Novi Nursing & Rehabilitation,Novi,14,13,92.86,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.572,18.572,451.0,Low
Grand Traverse Ophthalmology Clinic,Traverse City,14,13,92.86,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.572,18.572,451.0,Low
Forest Hills Pediatric Associates,Grand Rapids,14,13,92.86,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.572,18.572,451.0,Low
Compassus Hospice - Detroit,Farmington Hills,14,13,92.86,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.572,18.572,451.0,Low
Corewell Health Pennock Hospital Radiology - Lake Odessa (FKA Spectrum Health Pennock Radiology - Lake Odessa),Lake Odessa,14,13,92.86,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.572,18.572,451.0,Low
MediLodge of Taylor,Taylor,14,13,92.86,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.572,18.572,451.0,Low
Lake Huron Medical Group (FKA Port Huron Physicians Medical Group PC),Port Huron,14,13,92.86,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.572,18.572,451.0,Low
Pulmonary Associates PC,Flint,14,13,92.86,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.572,18.572,451.0,Low
Troy Dialysis,Troy,14,13,92.86,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.572,18.572,451.0,Low
Munson Healthcare Grayling Community Health Center,Grayling,14,13,92.86,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.572,18.572,451.0,Low
Michigan Orthopaedic & Spine Surgeons,Rochester Hills,14,13,92.86,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.572,18.572,451.0,Low
Lakewood Family Health Care,Lake Odessa,14,13,92.86,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.572,18.572,451.0,Low
Optalis Health & Rehabilitation of Allen Park (FKA ProMedica Skilled Nursing and Rehabilitation - Allen Park),Allen Park,14,13,92.86,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.572,18.572,451.0,Low
Prism Medical Group,Rochester Hills,69,64,92.75,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.55,18.55,452.0,Low
MyMichigan Medical Center Gladwin (FKA MidMichigan Medical Center - Gladwin),Gladwin,396,367,92.68,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.536,18.536,453.0,Low
MyMichigan Medical Center Tawas (FKA Ascension St Joseph Hospital),Tawas City,312,289,92.63,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.525999999999996,18.525999999999996,454.0,Low
Silver Pine Medical Group,Sterling Heights,54,50,92.59,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.518,18.518,455.0,Low
Great Lakes Bay Health Centers Old Town,Saginaw,27,25,92.59,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.518,18.518,455.0,Low
Rochester Internists PLLC,Rochester Hills,13,12,92.31,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.462,18.462,456.0,Low
Sparrow Regional Pain Management Center (AKA Pain Management Center of Lansing),Lansing,13,12,92.31,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.462,18.462,456.0,Low
Scheurer Hospital,Pigeon,221,204,92.31,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.462,18.462,456.0,Low
Western Wayne Family Health Centers,Inkster,13,12,92.31,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.462,18.462,456.0,Low
The Village of East Harbor - Skilled Nursing,Chesterfield,13,12,92.31,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.462,18.462,456.0,Low
Cataract Specialty Surgical Center,Berkley,13,12,92.31,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.462,18.462,456.0,Low
Henry Ford Kingswood Hospital,Ferndale,13,12,92.31,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.462,18.462,456.0,Low
Orion Family Physicians,Lake Orion,13,12,92.31,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.462,18.462,456.0,Low
Hypertension Nephrology Associates PC,Livonia,13,12,92.31,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.462,18.462,456.0,Low
Lansing Cardiovascular Consultants PC (AKA Same Day HeartCare),Okemos,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,3330376.39715,3974.0,5,"ELIQUIS: $2M, XARELTO: $1.1M, JARDIANCE: $0.1M",5,0.0,0.0,0.11881201352152358,18.334000000000003,18.452812013521527,457.0,Low
Sams Physical Therapy PC,Leslie,48,44,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,1423715.3475,1681.0,5,"TRULICITY: $0.4M, OZEMPIC: $0.3M, XARELTO: $0.3M",4,0.0,0.0,0.050791402215895516,18.334000000000003,18.3847914022159,458.0,Low
Corewell Health Watervliet Hospital (FKA Spectrum Health Lakeland Watervliet Hospital),Watervliet,507,466,91.91,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.381999999999998,18.381999999999998,459.0,Low
Flint Gastroenterology Associates PC,Grand Blanc,11,10,90.91,0,0,0.0,0.0,0.0,0.0,0,0.0,5128732.405,489.0,3,"STELARA: $5.1M, OZEMPIC: $0M, ELIQUIS: $0M",5,0.0,0.0,0.18296881528844525,18.182000000000002,18.364968815288446,460.0,Low
West Michigan Cardiology PC,Grand Rapids,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Get Well Urgent Care - Roseville,Roseville,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Westwood Rehabilitation & Nursing Center,Detroit,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Riemer Eye Center,Cadillac,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Endoscopy & Surgery Center at Woodbridge Hills,Portage,24,22,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
DaVita Livonia Dialysis,Livonia,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
DaVita PDI-Grand Rapids East,Grand Rapids,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Munson Healthcare Boyne Area Health Center,Boyne City,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Regency on the Lake,Fort Gratiot,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Fresenius Kidney Care - Sterling Heights,Sterling Heights,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Fairlane Senior Care & Rehab Center,Detroit,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Jack F Sanders Rehabilitation & Health Care Center (AKA Michigan Masonic Home - Skilled Nursing),Alma,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Symphony Tri-Cities the Turner House Inn,Bay City,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Foot & Ankle Specialists (AKA Foot and Ankle Specialists of West Michigan PLLC),Grand Rapids,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Neuro Team One,Bingham Farms,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Ob Gyn Associates of Holland PC,Holland,12,11,91.67,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.334000000000003,18.334000000000003,461.0,Low
Grand Traverse Internal and Family Medicine PC,Traverse City,10,9,90.0,0,0,0.0,0.0,0.0,0.0,0,0.0,8735801.51718,10970.0,5,"TRULICITY: $2.8M, OZEMPIC: $2.5M, JARDIANCE: $2.1M",8,0.0,0.0,0.31165191083768917,18.0,18.31165191083769,462.0,Low
Midwest Center for Dermatology & Cosmetic Surgery PLLC,Clinton Township,47,43,91.49,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.298,18.298,463.0,Low
Packard Health Carpenter,Ann Arbor,23,21,91.3,0,0,0.0,0.0,0.0,0.0,0,0.0,1057399.71711,1375.0,5,"JARDIANCE: $0.4M, TRULICITY: $0.3M, ELIQUIS: $0.2M",3,0.0,0.0,0.03772300019734679,18.259999999999998,18.297723000197344,464.0,Low
Fenton Medical Center (AKA Associated Foot Clinic of Fenton PC),Fenton,11,10,90.91,0,0,0.0,0.0,0.0,0.0,0,0.0,3220579.31492,4233.0,5,"TRULICITY: $1.8M, ELIQUIS: $0.5M, JARDIANCE: $0.4M",6,0.0,0.0,0.11489497506614112,18.182000000000002,18.29689497506614,465.0,Low
Arthritis and Rheumatology Center of MI PC,Okemos,10,9,90.0,0,0,0.0,0.0,0.0,0.0,0,0.0,8262690.2725,1868.0,5,"ENBREL: $5.9M, STELARA: $1.5M, HUMIRA: $0.8M",7,0.0,0.0,0.2947735484855513,18.0,18.29477354848555,466.0,Low
Pioneer Specialty Hospital,Pontiac,23,21,91.3,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.259999999999998,18.259999999999998,467.0,Low
Pomeroy Living Sterling - Skilled Nursing (FKA Cherrywood Nursing & Living Center),Sterling Heights,23,21,91.3,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.259999999999998,18.259999999999998,467.0,Low
The Oaks at NorthPointe Woods - Skilled Nursing,Battle Creek,11,10,90.91,0,0,0.0,0.0,0.0,0.0,0,0.0,2080258.84315,3157.0,5,"JARDIANCE: $0.5M, TRULICITY: $0.5M, XARELTO: $0.4M",2,0.0,0.0,0.07421375614243363,18.182000000000002,18.256213756142436,468.0,Low
The Laurels of Mt Pleasant,Mount Pleasant,11,10,90.91,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.182000000000002,18.182000000000002,469.0,Low
Kumar Urology (AKA Michigan United Physicians PC),Rochester Hills,11,10,90.91,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.182000000000002,18.182000000000002,469.0,Low
SKLD - Whitehall (FKA Heartland Health Care Center Whitehall),Whitehall,11,10,90.91,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.182000000000002,18.182000000000002,469.0,Low
Michigan Premier Internists,Southfield,11,10,90.91,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.182000000000002,18.182000000000002,469.0,Low
Covenant Community Care Inc,Detroit,11,10,90.91,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.182000000000002,18.182000000000002,469.0,Low
Urologic Consultants PC,Grand Rapids,11,10,90.91,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.182000000000002,18.182000000000002,469.0,Low
Pine Knob Urgent Care,Clarkston,11,10,90.91,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.182000000000002,18.182000000000002,469.0,Low
Lakeview Family Medicine,Lakeview,22,20,90.91,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.182000000000002,18.182000000000002,469.0,Low
MyHealth Urgent Care - Macomb on Romeo Plank (FKA Ascension Michigan Urgent Care Macomb),Macomb,11,10,90.91,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.182000000000002,18.182000000000002,469.0,Low
Corewell Health Ludington Hospital Primary Care - Lawndale (FKA Spectrum Health Ludington Hospital Family and Internal Medicine),Ludington,11,10,90.91,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18.182000000000002,18.182000000000002,469.0,Low
