Facility_Name,City,total_providers,bcbsmi_providers,bcbsmi_coverage_pct,providers_analyzed,providers_with_payments,payment_penetration_pct,total_payments,avg_payment_per_provider,max_provider_payment,total_transactions,avg_manufacturers_per_provider,total_rx_cost,total_rx_count,unique_drugs,top_drugs,max_drug_prescribers,payment_intensity_score,payment_penetration_score,prescription_volume_score,provider_concentration_score,composite_risk_score,risk_rank,risk_category
AMD Urgent Care PLLC,Clio,12,10,83.33,10,9,90.0,4278.75,475.416666667,3767.89,298,6.1000000000000005,1505576.64974,1864.0,6,"ELIQUIS: $0.5M, TRULICITY: $0.4M, ENBREL: $0.3M",7,0.0441802283022983,27.0,0.015194044705534173,16.665999999999997,43.72537427300783,626.0,Medium
The Care Team - Farmington Home Health,Farmington Hills,40,40,100.0,40,31,77.5,73601.76,2374.250322581,19526.05,2300,11.125,25206652.70741,38087.0,7,"TRULICITY: $7.5M, ELIQUIS: $7.5M, OZEMPIC: $4.1M",39,0.22063787126736634,23.25,0.2543816073259377,20.0,43.72501947859331,627.0,Medium
Age Management of West Michigan Pc,Grand Rapids,20,17,85.0,17,15,88.24,37317.5,2487.833333333,8546.53,967,18.529411764705884,2049800.55742,3922.0,6,"TRULICITY: $0.7M, ELIQUIS: $0.4M, OZEMPIC: $0.4M",15,0.23119308251283296,26.471999999999998,0.02068626749242343,17.0,43.72387935000525,628.0,Medium
Gentiva Hospice - Flint (FKA Kindred Hospice - Flint),Flint,22,22,100.0,22,17,77.27,56071.91,3298.347647059,9397.47,3075,21.181818181818183,23330049.55105,32548.0,8,"ELIQUIS: $7.3M, TRULICITY: $6.6M, OZEMPIC: $3.6M",22,0.3065137642081953,23.180999999999997,0.23544322098924444,20.0,43.722956985197435,629.0,Medium
Trinity Health Livonia Hospital (FKA St Mary Mercy Livonia Hospital),Livonia,1177,1047,88.95,1047,785,74.98,6061378.28,7721.500993631,716203.83,54570,8.32187201528176,269154082.13103,329716.0,8,"ELIQUIS: $89.1M, TRULICITY: $43M, JARDIANCE: $42.5M",689,0.7175551482590041,22.494,2.7162610135339933,17.790000000000003,43.717816161792996,630.0,Medium
Clarkston Surgery Center,Clarkston,76,50,65.79,50,49,98.0,593709.52,12116.520816327,291805.73,3186,12.900000000000002,1146091.8829,217.0,7,"STELARA: $0.9M, HUMIRA: $0.2M, ELIQUIS: $0M",10,1.125982098288171,29.4,0.01156618051192521,13.158000000000001,43.69554827880009,631.0,Medium
NeuroPain Consultants,Bloomfield Hills,18,12,66.67,12,12,100.0,44922.42,3743.535,9128.98,1578,22.583333333333332,0.0,0.0,0,0,0,0.3478847978072462,30.0,0.0,13.334000000000001,43.68188479780725,632.0,Medium
Barbara Ann Karmanos Cancer Institute,Detroit,40,37,92.5,37,29,78.38,502801.52,17337.983448276,175499.44,950,6.54054054054054,3372772.85213,5485.0,6,"ELIQUIS: $1.9M, XARELTO: $1.2M, JARDIANCE: $0.2M",25,1.6112099569761944,23.514,0.034037497530082554,18.5,43.65924745450627,633.0,Medium
UP Health System,Hancock,297,255,85.86,255,219,85.88,532074.05,2429.561872146,133841.68,5240,5.478431372549021,46230122.99557,62880.0,8,"ELIQUIS: $12.7M, OZEMPIC: $9.1M, JARDIANCE: $7.9M",181,0.22577794535157433,25.764,0.46654719018014534,17.172,43.62832513553172,634.0,Medium
The Lodge at Taylor (FKA Tendercare Health & Rehab - Taylor),Taylor,20,15,75.0,15,14,93.33,63165.28,4511.805714286,14775.59,4018,30.266666666666666,20469346.01772,29726.0,7,"TRULICITY: $5.3M, ELIQUIS: $4.9M, JARDIANCE: $4.1M",14,0.41927980335697757,27.999000000000002,0.20657344715062806,15.0,43.62485325050761,635.0,Medium
Genesis Surgery Center,Lansing,35,23,65.71,23,23,100.0,104668.43,4550.801304348,27114.11,2455,20.8695652173913,5247689.0235,491.0,4,"STELARA: $5.2M, ELIQUIS: $0M, XARELTO: $0M",3,0.4229036436480642,30.0,0.052958859077396864,13.141999999999998,43.61786250272546,636.0,Medium
Digestive Health Institute (FKA Michigan Gastroenterology Institute),East Lansing,177,165,93.22,165,135,81.82,201096.77,1489.605703704,72828.85,5880,7.8606060606060595,28565931.93668,21399.0,8,"STELARA: $17.6M, ELIQUIS: $5.1M, XARELTO: $1.7M",140,0.13842829813146845,24.546,0.28828292931888644,18.644000000000002,43.61671122745035,637.0,Medium
Hartford Nursing & Rehabilitation Center,Detroit,15,12,80.0,12,11,91.67,10122.09,920.19,6251.14,444,8.166666666666666,1524800.61723,3976.0,5,"ELIQUIS: $0.8M, JARDIANCE: $0.2M, TRULICITY: $0.2M",9,0.08551278727038746,27.501,0.015388049986840333,16.0,43.60190083725723,638.0,Medium
Wayne Health (FKA Wayne State University Physician Group),Detroit,474,377,79.54,377,328,87.0,4455754.1,13584.616158537,977747.31,11099,6.8965517241379315,31272705.11098,36076.0,8,"TRULICITY: $10.1M, OZEMPIC: $6.2M, JARDIANCE: $5.5M",171,1.2624114494993885,26.1,0.3155992619846176,15.908000000000001,43.58601071148401,639.0,Medium
Detroit Medical Center Physicians (FKA Detroit Medical Services PLC),Detroit,31,27,87.1,27,23,85.19,144517.16,6283.354782609,81759.49,485,5.814814814814815,0.0,0.0,0,0,0,0.583908954530711,25.557,0.0,17.42,43.56090895453071,640.0,Medium
Caretenders - Farmington Hills (FKA Brookdale Home Health Detroit),Farmington Hills,52,52,100.0,52,40,76.92,97282.83,2432.07075,11532.94,4700,13.115384615384615,25570992.68723,35944.0,7,"ELIQUIS: $6.7M, OZEMPIC: $5.7M, TRULICITY: $5.6M",50,0.22601109409065698,23.076,0.25805846957161244,20.0,43.56006956366227,641.0,Medium
Ambulatory Anesthesia Associates PC (AKA Dearborn Surgery Center),Dearborn,95,70,73.68,70,66,94.29,324302.75,4913.678030303,42413.09,3073,9.571428571428571,5056972.2996,943.0,7,"STELARA: $4.7M, ELIQUIS: $0.1M, HUMIRA: $0.1M",29,0.45662559267159697,28.287000000000003,0.05103417564827351,14.736000000000002,43.53065976831987,642.0,Medium
Healthsource Saginaw Long-Term Care Center,Saginaw,37,35,94.59,35,28,80.0,131085.16,4681.612857143,65179.01,2779,10.742857142857142,17437108.87603,22226.0,5,"OZEMPIC: $7.7M, TRULICITY: $3.8M, ELIQUIS: $3.4M",22,0.43505989451654564,24.0,0.17597258289268727,18.918000000000003,43.52903247740923,643.0,Medium
The Upper Peninsula Surgery Center (AKA UP Surgery Center at Upper Peninsula Medical Center),Marquette,24,21,87.5,21,18,85.71,55452.99,3080.721666667,21096.34,273,4.380952380952381,0.0,0.0,0,0,0,0.2862898928710034,25.713,0.0,17.5,43.499289892871005,644.0,Medium
Scheurer Health Physicians,Pigeon,21,19,90.48,19,16,84.21,15185.58,949.09875,4414.18,568,9.368421052631579,4334273.65274,5583.0,6,"OZEMPIC: $1.7M, ELIQUIS: $1.1M, XARELTO: $0.7M",9,0.08819926266025564,25.262999999999998,0.04374081363251951,18.096,43.49094007629277,645.0,Medium
Shattuck Family Physicians PLLC,Caro,17,16,94.12,16,13,81.25,25121.67,1932.436153846,7477.12,1295,17.9375,10399532.82148,13687.0,7,"TRULICITY: $4M, ELIQUIS: $2.7M, OZEMPIC: $2M",16,0.1795803059557686,24.375,0.10495046308902584,18.824,43.48353076904479,646.0,Medium
Gary Burnstein Community Health Clinic,Pontiac,17,16,94.12,16,13,81.25,34933.7,2687.207692308,19200.69,1789,13.1875,2703549.5256,3291.0,6,"OZEMPIC: $1M, ELIQUIS: $0.5M, JARDIANCE: $0.4M",9,0.24972083998270225,24.375,0.027283800105883608,18.824,43.47600464008859,647.0,Medium
Hurley Medical Center Physicians,Flint,809,644,79.6,644,536,83.23,3077777.07,5742.121399254,243658.76,42003,11.489130434782608,201225485.72217,236782.0,8,"ELIQUIS: $56.5M, TRULICITY: $53.9M, OZEMPIC: $27.8M",366,0.5336124123226147,24.969,2.0307362142495173,15.919999999999998,43.45334862657214,648.0,Medium
Northwest Michigan Health Services Service Site - Shelby,Shelby,15,10,66.67,10,10,100.0,8554.4,855.44,4187.1,163,7.500000000000001,1780390.22084,2118.0,5,"TRULICITY: $0.6M, OZEMPIC: $0.5M, JARDIANCE: $0.4M",10,0.07949560280222588,30.0,0.017967420398961653,13.334000000000001,43.43146302320119,649.0,Medium
Southwestern Medical Clinic,Niles,62,59,95.16,59,47,79.66,66465.16,1414.152340426,6957.2,3562,12.305084745762713,35744581.4767,46112.0,6,"TRULICITY: $13.8M, OZEMPIC: $7.8M, JARDIANCE: $7.7M",43,0.13141645557414128,23.898,0.36072874073291317,19.032,43.422145196307056,650.0,Medium
MediLodge of Southfield,Southfield,17,16,94.12,16,13,81.25,22833.15,1756.396153846,7474.58,992,11.1875,2640735.86865,7546.0,5,"ELIQUIS: $1.2M, XARELTO: $0.5M, TRULICITY: $0.4M",15,0.16322099856155764,24.375,0.026649894477776794,18.824,43.38887089303934,651.0,Medium
Cedar Community Health Center,Lansing,36,31,86.11,31,27,87.1,6324.8,234.251851852,1689.91,228,4.419354838709678,0.0,0.0,0,0,0,0.021768905090377412,26.13,0.0,17.222,43.37376890509037,652.0,Medium
Henry Ford Medical Group,Detroit,3765,2868,76.18,2868,1894,66.04,18054033.14,9532.224466737,2319171.41,61696,4.090655509065551,732373322.110153,728161.0,8,"ELIQUIS: $158.7M, STELARA: $133.1M, OZEMPIC: $131.7M",1968,0.8858247568846255,19.812000000000005,7.3909973292983135,15.236,43.32482208618295,653.0,Medium
Blue Water Surgery Center,Port Huron,31,20,64.52,20,20,100.0,85987.39,4299.3695,24997.11,1322,11.0,0.0,0.0,0,0,0,0.39953821433648706,30.0,0.0,12.904,43.303538214336484,654.0,Medium
Eaton Rapids Medical Center,Eaton Rapids,200,154,77.0,154,135,87.66,1044980.26,7740.594518519,209685.45,18653,16.58441558441558,87345579.02379,88190.0,8,"ELIQUIS: $19.3M, TRULICITY: $17M, OZEMPIC: $12M",100,0.7193294997863946,26.298,0.8814779591244439,15.4,43.29880745891084,655.0,Medium
UP Health System - Portage Home Care (FKA Portage Health),Houghton,51,49,96.08,49,39,79.59,31174.36,799.342564103,14475.57,455,3.020408163265307,12741040.25952,16577.0,8,"ELIQUIS: $3.5M, XARELTO: $2.6M, TRULICITY: $2.3M",40,0.07428249670210052,23.877000000000002,0.12858059091949156,19.216,43.2958630876216,656.0,Medium
Crystal Home Healthcare,Detroit,13,13,100.0,13,10,76.92,19361.83,1936.183,6665.04,492,7.23076923076923,2654954.72989,5055.0,5,"ELIQUIS: $1.1M, TRULICITY: $0.5M, XARELTO: $0.4M",10,0.1799284984574279,23.076,0.02679338900751705,20.0,43.282721887464945,657.0,Medium
Gentiva Hospice - Grand Rapids (FKA Kindred Hospice - Grand Rapids),Grand Rapids,26,26,100.0,26,20,76.92,24550.07,1227.5035,8546.53,987,8.884615384615383,8834166.87906,22200.0,7,"ELIQUIS: $3.4M, TRULICITY: $1.9M, XARELTO: $1.7M",25,0.11407127405118078,23.076,0.08915303416784973,20.0,43.27922430821903,658.0,Medium
Comprehensive Pain Specialists Pllc,Saginaw,22,18,81.82,18,16,88.89,42017.68,2626.105,18518.84,1213,13.944444444444443,0.0,0.0,0,0,0,0.24404259795770528,26.667,0.0,16.363999999999997,43.27504259795771,659.0,Medium
The Orchards Wayne (AKA Advantage Living Center Wayne),Wayne,14,11,78.57,11,10,90.91,23606.47,2360.647,10928.21,1231,12.545454545454545,5410138.04873,11953.0,6,"ELIQUIS: $1.8M, TRULICITY: $1.2M, OZEMPIC: $0.9M",8,0.21937372143957043,27.273,0.05459826930080948,15.713999999999999,43.26097199074037,660.0,Medium
InterCare Women and 39 s Health Center,Benton Harbor,19,16,84.21,16,14,87.5,11790.4,842.171428571,5425.55,571,5.5,7997979.16333,10667.0,5,"TRULICITY: $3.3M, JARDIANCE: $2.6M, ELIQUIS: $0.8M",8,0.07826256122821398,26.25,0.08071435817137076,16.842,43.250976919399584,661.0,Medium
Elara Caring Hospice - Jackson (FKA Great Lakes Caring Hospice - Jackson),Jackson,20,18,90.0,18,15,83.33,19481.67,1298.778,6393.79,1060,10.0,11726625.3558,18234.0,8,"ELIQUIS: $3.6M, JARDIANCE: $2.5M, TRULICITY: $2.2M",17,0.12069477697590636,24.999,0.1183432739421437,18.0,43.23803805091805,662.0,Medium
Karmanos Cancer Center (AKA Barbara Ann Karmanos Cancer Hospital),Detroit,418,309,73.92,309,263,85.11,6914826.22,26292.114904943,977747.31,16077,9.100323624595472,47036584.14235,67372.0,8,"ELIQUIS: $13.5M, XARELTO: $10M, TRULICITY: $8.8M",190,2.443312825345824,25.532999999999998,0.4746858702796061,14.783999999999999,43.23499869562543,663.0,Medium
Troy Internal Medicine,Troy,28,22,78.57,22,20,90.91,28427.07,1421.3535,2389.34,414,7.590909090909091,10588176.56665,14764.0,5,"TRULICITY: $3.5M, OZEMPIC: $2.2M, JARDIANCE: $1.9M",19,0.13208565565972316,27.273,0.10685422634015446,15.713999999999999,43.22593988199988,664.0,Medium
Wyandotte Urgent Care Clinic,Wyandotte,13,13,100.0,13,10,76.92,7220.65,722.065,4250.94,207,4.769230769230769,0.0,0.0,0,0,0,0.06710113209271164,23.076,0.0,20.0,43.14310113209271,665.0,Medium
Munson Healthcare Manistee Hospital (FKA West Shore Medical Center),Manistee,498,420,84.34,420,344,81.9,1997452.89,5806.549098837,872287.66,12394,6.228571428571428,115481456.99021,134530.0,8,"ELIQUIS: $47.5M, TRULICITY: $15.3M, XARELTO: $14.5M",301,0.5395996455774441,24.57,1.165420850856369,16.868000000000002,43.14302049643381,666.0,Medium
Synergy Health Partners (FKA Mendelson Kornblum Orthopedics Spine & Pain Specialists),Troy,70,44,62.86,44,43,97.73,565114.21,13142.190930233,158383.78,1507,10.659090909090908,0.0,0.0,0,0,0,1.2212970987337721,29.319000000000003,0.0,12.572000000000001,43.11229709873378,667.0,Medium
Michigan Neurology Associates PC,Clinton Township,17,11,64.71,11,11,100.0,20154.0,1832.181818182,5743.13,487,18.272727272727273,0.0,0.0,0,0,0,0.17026372168668324,30.0,0.0,12.941999999999998,43.11226372168668,668.0,Medium
Ascension at Home Together with Compassus - Portage Home Health (FKA Ascension at Home - Kalamazoo),Portage,68,68,100.0,68,50,73.53,261460.09,5229.2018,97250.92,4936,11.25,55890057.64692,78138.0,6,"TRULICITY: $14.7M, OZEMPIC: $13.3M, ELIQUIS: $11.2M",61,0.4859470556269109,22.059,0.5640337439006067,20.0,43.108980799527515,669.0,Medium
Rivergate Terrace,Riverview,19,17,89.47,17,14,82.35,45817.13,3272.652142857,14775.59,3022,20.823529411764707,17703644.59342,26939.0,7,"ELIQUIS: $4.8M, TRULICITY: $3.7M, JARDIANCE: $3.6M",14,0.30412589411111646,24.705,0.1786624197776739,17.894,43.08178831388879,670.0,Medium
AdvisaCare Home Health - Kalamazoo (FKA UNS Home Health Agency - Kalamazoo),Portage,60,60,100.0,60,45,75.0,61715.92,1371.464888889,7767.5,2623,8.883333333333333,41226326.74947,56922.0,8,"TRULICITY: $12.1M, OZEMPIC: $9.2M, ELIQUIS: $8.8M",56,0.12744953247956467,22.5,0.41604965896925894,20.0,43.043499191448824,671.0,Medium
MyMichigan Home Health - Midland (FKA Midmichigan Home Care),Midland,101,101,100.0,101,73,72.28,337664.97,4625.547534247,190121.83,3055,6.445544554455445,91383555.81869,103904.0,8,"TRULICITY: $35.4M, OZEMPIC: $18.9M, ELIQUIS: $16.6M",90,0.42984977266122093,21.684,0.9222285910847732,20.0,43.036078363746,672.0,Medium
MediLodge of Farmington (FKA Farmington Health Care Center),Farmington,17,17,100.0,17,13,76.47,9287.85,714.45,4557.36,431,7.352941176470589,2652205.65203,6681.0,5,"ELIQUIS: $1.2M, JARDIANCE: $0.5M, XARELTO: $0.4M",15,0.06639347402745989,22.941,0.026765645742562023,20.0,43.034159119770024,673.0,Medium
Emmanuel Hospice,Grand Rapids,21,21,100.0,21,16,76.19,12008.71,750.544375,6222.9,431,4.6190476190476195,5347537.06986,12195.0,6,"ELIQUIS: $2M, TRULICITY: $1.6M, XARELTO: $1M",20,0.069747705882873,22.857,0.053966509986711965,20.0,42.98071421586958,674.0,Medium
Baraga County Memorial Hospital,Lanse,111,103,92.79,103,82,79.61,261700.59,3191.470609756,133841.68,2910,6.262135922330097,21786197.51401,25914.0,8,"ELIQUIS: $6.7M, STELARA: $4M, OZEMPIC: $3.2M",66,0.2965817356543307,23.883000000000003,0.2198629070453701,18.558,42.957444642699706,675.0,Medium
UP Health System - Portage Main Campus,Hancock,484,415,85.74,415,344,82.89,761499.67,2213.661831395,133841.68,8045,5.202409638554218,72721110.42273,93351.0,8,"ELIQUIS: $19.6M, XARELTO: $12.4M, OZEMPIC: $11.6M",286,0.20571446470474242,24.866999999999997,0.7338901031640321,17.148,42.95460456786877,676.0,Medium
Four Seasons Rehabilitation and Nursing,Westland,15,13,86.67,13,11,84.62,24448.0,2222.545454545,16532.24,463,6.76923076923077,2409550.37877,5838.0,5,"ELIQUIS: $1.1M, JARDIANCE: $0.4M, TRULICITY: $0.3M",12,0.20654001527214289,25.386000000000003,0.024316806574803444,17.334,42.95085682184695,677.0,Medium
Select Specialty Hospital - Northwest Detroit,Detroit,42,31,73.81,31,29,93.55,29286.09,1009.865172414,13639.1,480,5.645161290322581,1478197.1593,4265.0,6,"ELIQUIS: $1M, XARELTO: $0.2M, JARDIANCE: $0.2M",22,0.09384625529554932,28.065,0.014917735158735642,14.762,42.93576399045429,678.0,Medium
Center for Advanced Orthopedics and Sports Medicine (FKA Rochester Knee and Sports Medicine PC),Auburn Hills,27,16,59.26,16,16,100.0,186418.81,11651.175625,82154.3,764,14.9375,0.0,0.0,0,0,0,1.0827378070513138,30.0,0.0,11.852,42.93473780705131,679.0,Medium
Holland Hospital Walk-In Care Zeeland,Zeeland,25,25,100.0,25,19,76.0,4648.91,244.679473684,909.34,235,3.76,8110153.26778,11101.0,5,"TRULICITY: $3.1M, OZEMPIC: $1.8M, JARDIANCE: $1.8M",16,0.022737938667634135,22.8,0.08184640173628052,20.0,42.904584340403915,680.0,Medium
DMC Medical Group,Detroit,297,240,80.81,240,207,86.25,1349263.42,6518.180772947,175500.72,6813,6.333333333333333,24894429.87082,30586.0,8,"JARDIANCE: $5.5M, TRULICITY: $5.4M, ELIQUIS: $5.3M",112,0.605731214017699,25.875,0.2512307031603767,16.162,42.893961917178075,681.0,Medium
Global Home Care,Troy,12,12,100.0,12,9,75.0,33041.22,3671.246666667,13639.1,900,10.666666666666668,4452445.77266,7102.0,5,"TRULICITY: $1.7M, ELIQUIS: $1.2M, JARDIANCE: $0.9M",9,0.34116707986808614,22.5,0.04493338823396694,20.0,42.88610046810206,682.0,Medium
Optalis Health & Rehabilitation of Dearborn Heights (FKA ProMedica Skilled Nursing and Rehabilitation - Dearborn Heights),Dearborn Heights,16,15,93.75,15,12,80.0,11332.84,944.403333333,3012.47,376,8.6,2045004.42856,5088.0,6,"ELIQUIS: $1.1M, TRULICITY: $0.4M, XARELTO: $0.2M",13,0.08776291998473103,24.0,0.020637865708080586,18.75,42.85840078569281,683.0,Medium
Aspirus Houghton Clinic,Houghton,16,15,93.75,15,12,80.0,9705.49,808.790833333,3807.67,462,7.133333333333334,3220724.80819,4260.0,6,"TRULICITY: $0.9M, ELIQUIS: $0.7M, OZEMPIC: $0.7M",11,0.07516051954166446,24.0,0.032503052387477326,18.75,42.85766357192914,684.0,Medium
Mackinac Straits Health System Physicians,Saint Ignace,61,51,83.61,51,42,82.35,598845.79,14258.233095238,446228.95,2137,10.098039215686276,10272531.63267,12297.0,7,"ELIQUIS: $2.8M, XARELTO: $2.3M, TRULICITY: $1.7M",35,1.3250103277852237,24.705,0.10366878690152095,16.721999999999998,42.85567911468674,685.0,Medium
Beaumont Hospice,Troy,158,158,100.0,158,113,71.52,616389.18,5454.771504425,149840.4,16512,15.392405063291138,84041584.338019,126094.0,8,"ELIQUIS: $25.9M, TRULICITY: $19.6M, JARDIANCE: $15.8M",157,0.5069091331860446,21.456,0.8481345601210646,20.0,42.81104369330711,686.0,Medium
Synergy Ambulatory Surgery Center,Warren,58,36,62.07,36,35,97.22,458451.83,13098.623714286,158383.78,990,9.11111111111111,0.0,0.0,0,0,0,1.217248419581381,29.165999999999997,0.0,12.414000000000001,42.79724841958138,687.0,Medium
Art of Dermatology,Berkley,18,11,61.11,11,11,100.0,64104.42,5827.674545455,11954.8,2900,27.272727272727273,1120566.3535,334.0,8,"STELARA: $0.6M, ENBREL: $0.3M, HUMIRA: $0.2M",7,0.5415628225546303,30.0,0.011308580850756844,12.222,42.774871403405385,688.0,Medium
Aspirus at Home Hospice - Hancock (FKA Aspirus at Home Hospice - Michigan),Hancock,20,20,100.0,20,15,75.0,15252.49,1016.832666667,14475.57,107,2.25,6972932.36964,8853.0,7,"ELIQUIS: $1.6M, JARDIANCE: $1.5M, XARELTO: $1.3M",19,0.09449374098205367,22.5,0.07036974581883468,20.0,42.66486348680088,689.0,Medium
Grand Rapids Surgical Suites,Grand Rapids,30,20,66.67,20,19,95.0,169674.64,8930.244210526,52927.26,702,6.25,0.0,0.0,0,0,0,0.8298830387716872,28.5,0.0,13.334000000000001,42.66388303877169,690.0,Medium
Downriver Medical Associates,Wyandotte,14,12,85.71,12,10,83.33,43050.5,4305.05,14775.59,2928,30.416666666666664,11332905.30916,15333.0,7,"OZEMPIC: $3.1M, JARDIANCE: $2.6M, ELIQUIS: $2.5M",10,0.40006610030361284,24.999,0.1143699126448984,17.142,42.65543601294851,691.0,Medium
Imperial a Villa Center (FKA Imperial Nursing and Rehabilitation Center),Dearborn Heights,15,14,93.33,14,11,78.57,40997.56,3727.050909091,16532.24,1303,11.285714285714285,6718370.8871,12109.0,8,"ELIQUIS: $1.6M, TRULICITY: $1.6M, OZEMPIC: $1.3M",13,0.3463529396483366,23.570999999999998,0.06780075104418289,18.666,42.65115369069252,692.0,Medium
Diamond Home Care - Plymouth,Plymouth,42,42,100.0,42,31,73.81,87089.14,2809.327096774,34294.56,2611,10.166666666666668,22869225.46815,32498.0,8,"ELIQUIS: $6.3M, OZEMPIC: $6.3M, TRULICITY: $4.1M",40,0.26106933394121895,22.143,0.23079265622512002,20.0,42.63486199016634,693.0,Medium
Ohioans Home Healthcare - Monroe,Monroe,18,16,88.89,16,13,81.25,38055.67,2927.359230769,15677.67,2022,14.25,18150998.51531,23920.0,6,"TRULICITY: $5.1M, JARDIANCE: $4.1M, OZEMPIC: $4.1M",15,0.27203799993996297,24.375,0.18317704577799515,17.778,42.608215045717955,694.0,Medium
Sterling Area Health Center,Sterling,20,21,105.0,14,10,71.43,8262.83,826.283,3548.18,354,5.142857142857143,7768766.4542,9421.0,5,"TRULICITY: $3.1M, OZEMPIC: $1.5M, ELIQUIS: $1.4M",12,0.076786057666501,21.429000000000002,0.07840117926400711,21.0,42.584187236930504,695.0,Medium
OSF St Francis - Walk-In Clinic,Escanaba,48,46,95.83,46,33,71.74,610790.54,18508.804242424,546955.9,2237,6.6739130434782625,14155521.68365,19679.0,5,"ELIQUIS: $7.1M, XARELTO: $2.5M, JARDIANCE: $2M",39,1.7200137360889038,21.522,0.1428553168174326,19.165999999999997,42.550869052906336,696.0,Medium
Heartland Hospice Serving Northeastern Michigan (FKA ProMedica Hospice Serving Northeastern Michigan),Midland,41,40,97.56,40,30,75.0,63508.15,2116.938333333,7477.12,3492,16.500000000000004,30806778.08797,44657.0,8,"TRULICITY: $10.1M, ELIQUIS: $9.1M, OZEMPIC: $4.8M",40,0.19672599937277455,22.5,0.31089719914487246,19.512,42.51962319851765,697.0,Medium
Great Lakes Eye Institute,Saginaw,17,14,82.35,14,12,85.71,42660.71,3555.059166667,14757.68,1025,15.214285714285715,0.0,0.0,0,0,0,0.3303698347654681,25.713,0.0,16.47,42.51336983476547,698.0,Medium
Henry Ford Madison Heights Hospital (FKA Ascension Macomb-Oakland Hospital - Madison Heights Campus),Madison Heights,270,221,81.85,221,179,81.0,1729421.21,9661.571005587,396280.08,18592,12.588235294117649,91714820.38538,121406.0,8,"ELIQUIS: $23.5M, JARDIANCE: $18.6M, TRULICITY: $18.1M",150,0.8978448647545665,24.3,0.9255716614203263,16.369999999999997,42.4934165261749,699.0,Medium
Dearborn Surgery Center,Dearborn,78,53,67.95,53,50,94.34,289893.53,5797.8706,42413.09,2681,10.339622641509434,5001071.3073,843.0,7,"STELARA: $4.7M, ELIQUIS: $0.1M, HUMIRA: $0.1M",25,0.5387931571078077,28.302,0.050470031553559655,13.59,42.481263188661366,700.0,Medium
Brighton Hospice - Michigan,Huntington Woods,15,15,100.0,15,11,73.33,42802.0,3891.090909091,15732.37,2435,18.266666666666666,11954054.15454,20291.0,7,"ELIQUIS: $3.9M, JARDIANCE: $2.7M, TRULICITY: $2.1M",15,0.36159709316427824,21.999,0.12063844990411034,20.0,42.48123554306839,701.0,Medium
Vista Grande Villa - Skilled Nursing,Jackson,15,15,100.0,15,9,60.0,414698.55,46077.616666667,402219.14,1532,11.866666666666667,19635474.84687,20804.0,6,"OZEMPIC: $6.1M, TRULICITY: $5.4M, JARDIANCE: $3.8M",14,4.281969410603413,18.0,0.19815814936373757,20.0,42.48012755996715,702.0,Medium
OSF St Francis Hospital & Medical Group,Escanaba,341,288,84.46,288,235,81.6,1208634.71,5143.126425532,546955.9,9044,6.4444444444444455,62062184.75234,81385.0,8,"ELIQUIS: $21.1M, OZEMPIC: $10.3M, JARDIANCE: $9.3M",211,0.4779481149884547,24.479999999999997,0.6263218879045572,16.892,42.476270002893,703.0,Medium
Alcona Health Center - Oscoda Services,Oscoda,21,13,61.9,13,13,100.0,8322.99,640.23,3236.42,468,6.384615384615385,3307720.80827,4063.0,8,"TRULICITY: $1.1M, ELIQUIS: $0.7M, JARDIANCE: $0.6M",10,0.05949624729036411,30.0,0.03338100245042925,12.379999999999999,42.47287724974079,704.0,Medium
Trinity Health Grand Rapids Hospital (FKA Trinity Health Saint Marys - Grand Rapids),Grand Rapids,1325,1110,83.77,1110,816,73.51,6203542.05,7602.379963235,789411.69,48477,7.637837837837833,290294841.03801,337711.0,8,"TRULICITY: $73.8M, ELIQUIS: $70.7M, XARELTO: $33.2M",703,0.7064852916732094,22.053000000000004,2.929610254834358,16.754,42.44309554650758,705.0,Medium
UM Health - Sparrow East Lansing Urgent Care (FKA Sparrow Urgent Care East Lansing),East Lansing,50,48,96.0,48,37,77.08,23147.6,625.610810811,4061.23,1119,6.645833333333333,4569343.12098,6042.0,6,"TRULICITY: $2.2M, OZEMPIC: $1M, JARDIANCE: $0.6M",29,0.05813769349692525,23.124,0.04611309803926925,19.2,42.42825079153619,706.0,Medium
UP Health System Home Care - Marquette,Marquette,175,168,96.0,168,125,74.4,221519.61,1772.15688,86321.9,3063,4.93452380952381,72250272.59016,94899.0,7,"ELIQUIS: $17.3M, OZEMPIC: $16.3M, TRULICITY: $14.6M",159,0.16468563480280543,22.320000000000004,0.729138481200208,19.2,42.41382411600301,707.0,Medium
Gentiva Hospice - Southfield (FKA Kindred Hospice - Southfield),Southfield,19,19,100.0,19,14,73.68,29317.8,2094.128571429,8507.19,1567,12.052631578947368,9823919.71113,16625.0,5,"ELIQUIS: $2.8M, TRULICITY: $2.3M, JARDIANCE: $2.3M",19,0.1946062998353041,22.104000000000003,0.09914146536495791,20.0,42.397747765200265,708.0,Medium
Providence Gastroenterology,Novi,30,25,83.33,25,21,84.0,83606.03,3981.23952381,22667.91,2960,12.0,9803621.0254,794.0,5,"STELARA: $9.6M, HUMIRA: $0.2M, ELIQUIS: $0M",7,0.36997455794131984,25.2,0.09893661419481092,16.665999999999997,42.33491117213613,709.0,Medium
