AFFILIATED_NAME,total_amount,avg_provider_payment,max_single_payment,provider_count,transaction_count,payment_concentration,transaction_intensity,amount_score,concentration_score,intensity_score,risk_score,risk_category
Covenant Health (TN),36.44,36.44,22.37,1,2,36.44,2.0,0.00023068933282000312,0.0003460339992300047,0.5535055350553506,0.5540822583874007,Low
Anklin Eye Care (AKA Eric T Anklin Od Pc),36.39,36.39,19.88,1,2,36.39,2.0,0.00023037279970691314,0.0003455591995603697,0.5535055350553506,0.5540814670546179,Low
Palo Alto Eyes Optometry,36.32,36.32,24.41,1,2,36.32,2.0,0.00022992965334858712,0.0003448944800228807,0.5535055350553506,0.5540803591887221,Low
Kissimmee Surgery Center,36.3,36.3,18.9,1,2,36.3,2.0,0.00022980304010335108,0.0003447045601550266,0.5535055350553506,0.554080042655609,Low
Eye Tech Eye Associates,36.29,36.29,18.82,1,2,36.29,2.0,0.00022973973348073312,0.00034460960022109966,0.5535055350553506,0.5540798843890524,Low
Riverdale Eye Associates (AKA Karen Schneider MD),36.26,36.26,20.05,1,2,36.26,2.0,0.0002295498136128791,0.0003443247204193186,0.5535055350553506,0.5540794095893828,Low
Progressive Family Eye Care PLLC,36.23,36.23,22.03,1,2,36.23,2.0,0.0002293598937450251,0.00034403984061753763,0.5535055350553506,0.5540789347897132,Low
Corpus Christi Medical Center Physicians,36.2,36.2,19.79,1,2,36.2,2.0,0.00022916997387717111,0.00034375496081575664,0.5535055350553506,0.5540784599900436,Low
Arkansas Ophthalmology Associates PA,36.16,36.16,18.28,1,2,36.16,2.0,0.00022891674738669907,0.0003433751210800486,0.5535055350553506,0.5540778269238174,Low
Magie Smith Charton Eye Clinic (AKA MSC EYE ASSOCIATES),36.15,36.15,19.74,1,2,36.15,2.0,0.00022885344076408108,0.0003432801611461216,0.5535055350553506,0.5540776686572608,Low
Adams Cumberland Vision Care,36.14,36.14,19.37,1,2,36.14,2.0,0.00022879013414146308,0.0003431852012121946,0.5535055350553506,0.5540775103907043,Low
Norton Eye Care PLLC,36.13,36.13,20.21,1,2,36.13,2.0,0.0002287268275188451,0.00034309024127826765,0.5535055350553506,0.5540773521241478,Low
Eye Surgery Center of Louisiana (AKA Germer Haley LLC),36.08,36.08,22.6,1,2,36.08,2.0,0.00022841029440575503,0.00034261544160863253,0.5535055350553506,0.554076560791365,Low
Bergman Porretta Eye Center,36.02,36.02,19.28,1,2,36.02,2.0,0.00022803045467004705,0.0003420456820050706,0.5535055350553506,0.5540756111920258,Low
Lesnick Optical (AKA Sw Lesnick S L & B K Lesnick Ptr),36.02,36.02,22.07,1,2,36.02,2.0,0.00022803045467004705,0.0003420456820050706,0.5535055350553506,0.5540756111920258,Low
Boling Vision Center,59.94,19.98,18.54,3,6,19.98,2.0,0.00037945989597231036,0.00018972994798615518,0.5535055350553506,0.5540747248993091,Low
Opthalmic Consultants of Vermont Cataract Surgery Center,35.94,35.94,18.13,1,2,35.94,2.0,0.00022752400168910298,0.0003412860025336545,0.5535055350553506,0.5540743450595733,Low
San Tan Eye Care,35.94,35.94,20.22,1,2,35.94,2.0,0.00022752400168910298,0.0003412860025336545,0.5535055350553506,0.5540743450595733,Low
Riverbend Eyecare (AKA Patrick Ayres Od Pc),35.89,35.89,22.76,1,2,35.89,2.0,0.000227207468576013,0.0003408112028640195,0.5535055350553506,0.5540735537267907,Low
Dr Rose and Ward MD Inc (AKA Eye Specialists Inc),51.25,25.62,13.92,2,4,25.625,2.0,0.00032444644091726574,0.00024333483068794928,0.5535055350553506,0.5540733163269558,Low
CHRISTUS St Michael Hospital (AKA CHRISTUS St Michael Health System),35.84,35.84,23.83,1,2,35.84,2.0,0.000226890935462923,0.0003403364031943845,0.5535055350553506,0.5540727623940079,Low
York Family Eyecare,35.84,35.84,19.91,1,2,35.84,2.0,0.000226890935462923,0.0003403364031943845,0.5535055350553506,0.5540727623940079,Low
Holy Cross Health (AKA Holy Cross Hospital),35.77,35.77,20.67,1,2,35.77,2.0,0.00022644778910459697,0.00033967168365689547,0.5535055350553506,0.5540716545281121,Low
Cascade Vision Center (AKA Jason A Sifrit OD Faao & Associates Inc),35.76,35.76,21.27,1,2,35.76,2.0,0.00022638448248197895,0.0003395767237229684,0.5535055350553506,0.5540714962615556,Low
Harrison Memorial Hospital,35.65,35.65,18.02,1,2,35.65,2.0,0.00022568810963318088,0.00033853216444977135,0.5535055350553506,0.5540697553294336,Low
ClearVue EyeCare (FKA Anderson Eye Care PC),35.57,35.57,17.84,1,2,35.57,2.0,0.0002251816566522369,0.00033777248497835534,0.5535055350553506,0.5540684891969812,Low
My Optics of Little Silver (AKA Lin Eyecare Inc),35.5,35.5,19.28,1,2,35.5,2.0,0.00022473851029391085,0.0003371077654408663,0.5535055350553506,0.5540673813310854,Low
New Vision Center Inc,35.41,35.41,22.84,1,2,35.41,2.0,0.00022416875069034882,0.0003362531260355232,0.5535055350553506,0.5540659569320765,Low
Taylor Eyecare,35.4,35.4,23.74,1,2,35.4,2.0,0.00022410544406773083,0.00033615816610159627,0.5535055350553506,0.55406579866552,Low
Miller Vision Specialties (AKA Sally S Miller OD PA),35.39,35.39,22.37,1,2,35.39,2.0,0.00022404213744511283,0.00033606320616766925,0.5535055350553506,0.5540656403989633,Low
Gila Regional Medical Center,35.37,35.37,18.04,1,2,35.37,2.0,0.00022391552419987682,0.0003358732862998152,0.5535055350553506,0.5540653238658503,Low
Eyecare Center of Oneida (FKA Oneida Optometric Pllc),35.36,35.36,20.19,1,2,35.36,2.0,0.00022385221757725883,0.00033577832636588826,0.5535055350553506,0.5540651655992938,Low
Eyecare Professionals of Paola LLC,35.28,35.28,19.09,1,2,35.28,2.0,0.00022334576459631482,0.0003350186468944722,0.5535055350553506,0.5540638994668414,Low
Eyecare About You,35.28,35.28,20.42,1,2,35.28,2.0,0.00022334576459631482,0.0003350186468944722,0.5535055350553506,0.5540638994668414,Low
Stadium Opticians Inc,35.19,35.19,18.63,1,2,35.19,2.0,0.00022277600499275274,0.00033416400748912913,0.5535055350553506,0.5540624750678325,Low
Apple Valley Vision LLC,35.19,35.19,20.16,1,2,35.19,2.0,0.00022277600499275274,0.00033416400748912913,0.5535055350553506,0.5540624750678325,Low
Baalman Eye Care Center,35.19,35.19,19.84,1,2,35.19,2.0,0.00022277600499275274,0.00033416400748912913,0.5535055350553506,0.5540624750678325,Low
Memorial Regional Hospital,35.19,35.19,18.66,1,2,35.19,2.0,0.00022277600499275274,0.00033416400748912913,0.5535055350553506,0.5540624750678325,Low
Eye Associates of Lexington Inc,35.18,35.18,22.36,1,2,35.18,2.0,0.00022271269837013474,0.0003340690475552021,0.5535055350553506,0.5540623168012759,Low
Dupage Eye Center,35.11,35.11,23.45,1,2,35.11,2.0,0.00022226955201180875,0.0003334043280177131,0.5535055350553506,0.5540612089353801,Low
Dr Spex Vision Care (FKA Optometrist Placement Pc),35.08,35.08,17.59,1,2,35.08,2.0,0.00022207963214395475,0.00033311944821593214,0.5535055350553506,0.5540607341357104,Low
Maine Mall Eyecare,35.01,35.01,19.06,1,2,35.01,2.0,0.0002216364857856287,0.00033245472867844304,0.5535055350553506,0.5540596262698146,Low
McMann Eye Institute,35.0,35.0,18.36,1,2,35.0,2.0,0.0002215731791630107,0.0003323597687445161,0.5535055350553506,0.5540594680032581,Low
Stratton Eyes (AKA Dawn C Stratton OD PSC),34.98,34.98,18.81,1,2,34.98,2.0,0.0002214465659177747,0.00033216984887666205,0.5535055350553506,0.5540591514701451,Low
Vision Source Tifton (AKA Ted A McElroy OD PC),34.94,34.94,24.69,1,2,34.94,2.0,0.00022119333942730268,0.00033179000914095405,0.5535055350553506,0.5540585184039188,Low
Southwest Eye Institute (AKA David I Malitz MD PC),34.78,34.78,20.33,1,2,34.78,2.0,0.00022018043346541465,0.000330270650198122,0.5535055350553506,0.5540559861390142,Low
The Hammond Eye Clinic LLC,34.72,34.72,22.7,1,2,34.72,2.0,0.0002198005937297066,0.0003297008905945599,0.5535055350553506,0.5540550365396749,Low
North Park Vision Center PC,34.7,34.7,19.38,1,2,34.7,2.0,0.00021967398048447061,0.0003295109707267059,0.5535055350553506,0.5540547200065618,Low
Zeifert Eye Care LTD,34.59,34.59,19.75,1,2,34.59,2.0,0.00021897760763567263,0.00032846641145350893,0.5535055350553506,0.5540529790744397,Low
Medina Hospital,34.57,34.57,19.57,1,2,34.57,2.0,0.00021885099439043662,0.0003282764915856549,0.5535055350553506,0.5540526625413267,Low
Blue Ridge Surgery Center,34.56,34.56,18.62,1,2,34.56,2.0,0.00021878768776781863,0.00032818153165172794,0.5535055350553506,0.5540525042747702,Low
Samuelson Eyecare LLC,34.46,34.46,21.23,1,2,34.46,2.0,0.00021815462154163855,0.00032723193231245785,0.5535055350553506,0.5540509216092047,Low
Founders Eyecare (FKA Founders Parkway Vision Center PC),34.46,34.46,22.68,1,2,34.46,2.0,0.00021815462154163855,0.00032723193231245785,0.5535055350553506,0.5540509216092047,Low
Primary Eye Care,34.42,34.42,20.12,1,2,34.42,2.0,0.00021790139505116656,0.00032685209257674985,0.5535055350553506,0.5540502885429786,Low
Physicians Eye Surgery Center LLC,34.38,34.38,19.98,1,2,34.38,2.0,0.00021764816856069454,0.0003264722528410418,0.5535055350553506,0.5540496554767523,Low
Jefferson Stratford Hospital (FKA Kennedy University Hospital - Stratford),34.35,34.35,20.08,1,2,34.35,2.0,0.00021745824869284054,0.0003261873730392608,0.5535055350553506,0.5540491806770828,Low
Integrity Eye Care (FKA Stones River Eyecare PC),34.34,34.34,18.85,1,2,34.34,2.0,0.00021739494207022254,0.0003260924131053338,0.5535055350553506,0.5540490224105261,Low
Jones Vision Center,34.33,34.33,19.0,1,2,34.33,2.0,0.0002173316354476045,0.0003259974531714068,0.5535055350553506,0.5540488641439696,Low
Albright and Schnulo Family Eye Care,34.19,34.19,17.17,1,2,34.19,2.0,0.00021644534273095246,0.0003246680140964287,0.5535055350553506,0.554046648412178,Low
Fowler Eye Care & Ashdown Eye Care (FKA Texarkana Vision Group PLLC),34.16,34.16,18.25,1,2,34.16,2.0,0.00021625542286309846,0.0003243831342946477,0.5535055350553506,0.5540461736125083,Low
Candler Hospital,34.02,34.02,17.4,1,2,34.02,2.0,0.00021536913014644644,0.00032305369521966966,0.5535055350553506,0.5540439578807167,Low
Omni Vision,33.91,33.91,17.62,1,2,33.91,2.0,0.00021467275729764837,0.00032200913594647256,0.5535055350553506,0.5540422169485947,Low
Mt Pleasant Eye Surgeons,33.89,33.89,17.51,1,2,33.89,2.0,0.0002145461440524124,0.0003218192160786186,0.5535055350553506,0.5540419004154816,Low
Las Vegas Eye Institute (AKA Matthew Swanic MD PLLC),33.81,33.81,17.88,1,2,33.81,2.0,0.00021403969107146838,0.0003210595366072026,0.5535055350553506,0.5540406342830293,Low
Professional Family Eyecare Inc,33.81,33.81,20.19,1,2,33.81,2.0,0.00021403969107146838,0.0003210595366072026,0.5535055350553506,0.5540406342830293,Low
Citizens Memorial Hospital,33.75,33.75,19.32,1,2,33.75,2.0,0.00021365985133576032,0.0003204897770036405,0.5535055350553506,0.55403968468369,Low
Orlando Health South Lake Hospital,33.73,33.73,17.07,1,2,33.73,2.0,0.0002135332380905243,0.00032029985713578646,0.5535055350553506,0.554039368150577,Low
Toppino Eye Care (AKA Eye Specialist of Florida PA),33.73,33.73,17.07,1,2,33.73,2.0,0.0002135332380905243,0.00032029985713578646,0.5535055350553506,0.554039368150577,Low
Kleinsorge Family Eyecare Inc,33.67,33.67,16.95,1,2,33.67,2.0,0.00021315339835481633,0.0003197300975322245,0.5535055350553506,0.5540384185512377,Low
Cascade EyeCare Center,33.61,33.61,18.33,1,2,33.61,2.0,0.00021277355861910828,0.0003191603379286624,0.5535055350553506,0.5540374689518984,Low
Laferla Family Eyecare Od Pc,33.56,33.56,19.83,1,2,33.56,2.0,0.0002124570255060183,0.00031868553825902744,0.5535055350553506,0.5540366776191157,Low
Innovative Eyecare Inc,33.53,33.53,17.66,1,2,33.53,2.0,0.00021226710563816426,0.0003184006584572464,0.5535055350553506,0.554036202819446,Low
Hudson Valley Ophthalmology PLLC,33.48,33.48,17.98,1,2,33.48,2.0,0.00021195057252507423,0.0003179258587876113,0.5535055350553506,0.5540354114866632,Low
Centra Health,33.47,33.47,16.75,1,2,33.47,2.0,0.00021188726590245623,0.00031783089885368437,0.5535055350553506,0.5540352532201067,Low
Eyes on Chelsea Vision Care (AKA Jessica Palmer Od Llc),33.42,33.42,18.34,1,2,33.42,2.0,0.00021157073278936625,0.00031735609918404935,0.5535055350553506,0.554034461887324,Low
Auburn Optical Co,33.42,33.42,19.92,1,2,33.42,2.0,0.00021157073278936625,0.00031735609918404935,0.5535055350553506,0.554034461887324,Low
20 20 Vision Center,33.42,33.42,19.06,1,2,33.42,2.0,0.00021157073278936625,0.00031735609918404935,0.5535055350553506,0.554034461887324,Low
Todd Pereira Optometrist PLLC (AKA Schenectady Eyecare and Eyewear),33.39,33.39,20.61,1,2,33.39,2.0,0.00021138081292151222,0.00031707121938226836,0.5535055350553506,0.5540339870876544,Low
Mat-Su Regional Medical Center,33.32,33.32,16.73,1,2,33.32,2.0,0.00021093766656318623,0.0003164064998447793,0.5535055350553506,0.5540328792217586,Low
Lifetime Vision Care LLC,33.29,33.29,22.76,1,2,33.29,2.0,0.00021074774669533217,0.00031612162004299827,0.5535055350553506,0.5540324044220889,Low
Eye2Eye (FKA Dora Adamopoulos OD & Assoc PC),33.28,33.28,19.5,1,2,33.28,2.0,0.00021068444007271418,0.00031602666010907126,0.5535055350553506,0.5540322461555324,Low
Fairfield Memorial Hospital,33.27,33.27,17.7,1,2,33.27,2.0,0.0002106211334500962,0.0003159317001751443,0.5535055350553506,0.5540320878889758,Low
Valley Vision Center Inc,33.27,33.27,18.07,1,2,33.27,2.0,0.0002106211334500962,0.0003159317001751443,0.5535055350553506,0.5540320878889758,Low
Boulder Eye Surgeons PC (AKA Donald J Keller MD PC),33.22,33.22,18.66,1,2,33.22,2.0,0.00021030460033700618,0.0003154569005055093,0.5535055350553506,0.5540312965561931,Low
Rosenblum Eye Centers,33.18,33.18,17.89,1,2,33.18,2.0,0.00021005137384653419,0.0003150770607698013,0.5535055350553506,0.554030663489967,Low
Central Nassau Optometric Consultant PC,33.11,33.11,21.41,1,2,33.11,2.0,0.00020960822748820814,0.0003144123412323122,0.5535055350553506,0.5540295556240711,Low
Eye Catchers Optical (AKA Randall M Maceyko OD),60.16,15.04,9.62,4,8,15.04,2.0,0.00038085264166990644,0.0001428197406262149,0.5535055350553506,0.5540292074376467,Low
Luxur-eyes Optometric Center (AKA Wal-dav Incorporated),33.08,33.08,18.53,1,2,33.08,2.0,0.0002094183076203541,0.0003141274614305312,0.5535055350553506,0.5540290808244015,Low
Schmidt Eyecare LLC,33.06,33.06,19.69,1,2,33.06,2.0,0.00020929169437511813,0.0003139375415626772,0.5535055350553506,0.5540287642912884,Low
Edinburgh Eyecare Llc,32.85,32.85,17.72,1,2,32.85,2.0,0.0002079622553001401,0.00031194338295021014,0.5535055350553506,0.5540254406936009,Low
Lake Region Healthcare Hospital,32.83,32.83,17.43,1,2,32.83,2.0,0.00020783564205490403,0.00031175346308235605,0.5535055350553506,0.5540251241604879,Low
For Your Eyes Only Inc,32.77,32.77,16.42,1,2,32.77,2.0,0.00020745580231919605,0.0003111837034787941,0.5535055350553506,0.5540241745611486,Low
Silver Lake Eye Care Center (AKA Lm Sundholm Inc Ps),32.74,32.74,21.53,1,2,32.74,2.0,0.00020726588245134205,0.0003108988236770131,0.5535055350553506,0.5540236997614789,Low
Monroe Eye Care LLC,32.73,32.73,17.4,1,2,32.73,2.0,0.00020720257582872403,0.000310803863743086,0.5535055350553506,0.5540235414949224,Low
East End Eye Care PLLC,32.7,32.7,18.18,1,2,32.7,2.0,0.00020701265596087006,0.0003105189839413051,0.5535055350553506,0.5540230666952528,Low
ThedaCare,32.68,32.68,18.22,1,2,32.68,2.0,0.000206886042715634,0.000310329064073451,0.5535055350553506,0.5540227501621396,Low
Cone Health Alamance Regional Medical Center (AKA Alamance Regional Medical Center),32.63,32.63,20.33,1,2,32.63,2.0,0.000206569509602544,0.000309854264403816,0.5535055350553506,0.554021958829357,Low
VA Great Lakes Health Care System (VISN 12),32.54,32.54,16.75,1,2,32.54,2.0,0.00020599974999898195,0.0003089996249984729,0.5535055350553506,0.554020534430348,Low
Ascent Eyes Parker,32.5,32.5,18.18,1,2,32.5,2.0,0.00020574652350850996,0.0003086197852627649,0.5535055350553506,0.5540199013641219,Low
Southern Eye Care Associates,46.41,23.2,13.24,2,4,23.205,2.0,0.00029380603557015216,0.00022035452667761414,0.5535055350553506,0.5540196956175983,Low
Petaluma Health Center,32.47,32.47,19.25,1,2,32.47,2.0,0.00020555660364065593,0.0003083349054609839,0.5535055350553506,0.5540194265644522,Low
Carencro Eye Clinic,32.39,32.39,19.46,1,2,32.39,2.0,0.00020505015065971194,0.0003075752259895679,0.5535055350553506,0.5540181604319999,Low
Sidney H Kriger MD PC,32.39,32.39,16.3,1,2,32.39,2.0,0.00020505015065971194,0.0003075752259895679,0.5535055350553506,0.5540181604319999,Low
Gregory Optical Inc,32.32,32.32,17.36,1,2,32.32,2.0,0.0002046070043013859,0.0003069105064520788,0.5535055350553506,0.5540170525661041,Low
Tuscaloosa Eye Care (AKA Landreth & Associates Inc),32.29,32.29,19.9,1,2,32.29,2.0,0.0002044170844335319,0.00030662562665029783,0.5535055350553506,0.5540165777664344,Low
Medical Eye Associates,32.24,32.24,17.32,1,2,32.24,2.0,0.0002041005513204419,0.00030615082698066286,0.5535055350553506,0.5540157864336517,Low
Francke & Nunley MDS PLLC,32.18,32.18,16.18,1,2,32.18,2.0,0.00020372071158473385,0.0003055810673771008,0.5535055350553506,0.5540148368343124,Low
Community Health Center of Buffalo Inc,32.17,32.17,19.09,1,2,32.17,2.0,0.00020365740496211586,0.00030548610744317377,0.5535055350553506,0.5540146785677559,Low
Ascension Calumet Hospital,32.12,32.12,21.72,1,2,32.12,2.0,0.00020334087184902582,0.00030501130777353875,0.5535055350553506,0.5540138872349731,Low
Corewell Health Gerber Hospital (FKA Spectrum Health Gerber Memorial),32.11,32.11,18.42,1,2,32.11,2.0,0.00020327756522640783,0.00030491634783961173,0.5535055350553506,0.5540137289684166,Low
Arnett Vision Care PLLC,32.04,32.04,19.83,1,2,32.04,2.0,0.0002028344188680818,0.0003042516283021227,0.5535055350553506,0.5540126211025208,Low
Peter T Pham & Associates,31.92,31.92,17.55,1,2,31.92,2.0,0.0002020747393966658,0.0003031121090949987,0.5535055350553506,0.5540107219038423,Low
Bellmawr Eye Care LLC,31.79,31.79,18.27,1,2,31.79,2.0,0.00020125175330263175,0.0003018776299539476,0.5535055350553506,0.5540086644386072,Low
Foley Vision Center,31.73,31.73,16.92,1,2,31.73,2.0,0.00020087191356692372,0.0003013078703503856,0.5535055350553506,0.5540077148392679,Low
Advanced Vision Care,31.63,31.63,18.65,1,2,31.63,2.0,0.00020023884734074368,0.0003003582710111155,0.5535055350553506,0.5540061321737024,Low
Blue Oaks Eyecare Inc,31.61,31.61,19.07,1,2,31.61,2.0,0.0002001122340955077,0.00030016835114326157,0.5535055350553506,0.5540058156405894,Low
Bright Eyes Vision,31.6,31.6,17.1,1,2,31.6,2.0,0.0002000489274728897,0.00030007339120933455,0.5535055350553506,0.5540056573740328,Low
Drs Kime Kopan & Associates,31.56,31.56,15.78,1,2,31.56,2.0,0.00019979570098241768,0.0002996935514736265,0.5535055350553506,0.5540050243078066,Low
UPMC Altoona,31.52,31.52,16.02,1,2,31.52,2.0,0.00019954247449194563,0.00029931371173791844,0.5535055350553506,0.5540043912415805,Low
Associates in Opthalmology West Mifflin Surgery Center,31.51,31.51,17.66,1,2,31.51,2.0,0.00019947916786932764,0.0002992187518039915,0.5535055350553506,0.5540042329750239,Low
Eye Group (AKA William C Ashford MD),31.48,31.48,17.89,1,2,31.48,2.0,0.00019928924800147364,0.00029893387200221044,0.5535055350553506,0.5540037581753543,Low
Saint Johns Physician Partners (AKA Providence Saint Johns Health Center Physicians),31.43,31.43,19.68,1,2,31.43,2.0,0.0001989727148883836,0.0002984590723325754,0.5535055350553506,0.5540029668425716,Low
Highlands Ranch Hd Eye Care,31.4,31.4,19.6,1,2,31.4,2.0,0.0001987827950205296,0.0002981741925307944,0.5535055350553506,0.554002492042902,Low
Virginia Mason Franciscan Health (FKA CHI Franciscan Health),31.34,31.34,17.96,1,2,31.34,2.0,0.0001984029552848216,0.0002976044329272324,0.5535055350553506,0.5540015424435627,Low
Direct Optical Optique,31.15,31.15,20.85,1,2,31.15,2.0,0.00019720012945507955,0.00029580019418261935,0.5535055350553506,0.5539985353789884,Low
The Eye Care Center (AKA Thomas S Phillips OD PC),44.43,22.22,14.12,2,4,22.215,2.0,0.00028127132429178763,0.0002109534932188407,0.5535055350553506,0.5539977598728613,Low
Reid Health (FKA Reid Hospital & Health Care Services),31.04,31.04,16.06,1,2,31.04,2.0,0.0001965037566062815,0.00029475563490942224,0.5535055350553506,0.5539967944468663,Low
All Eye Care PA,31.04,31.04,17.97,1,2,31.04,2.0,0.0001965037566062815,0.00029475563490942224,0.5535055350553506,0.5539967944468663,Low
Semo Vision Care (AKA Hunt & Nosacka Optometric Group Pc),30.99,30.99,16.33,1,2,30.99,2.0,0.00019618722349319147,0.0002942808352397872,0.5535055350553506,0.5539960031140836,Low
Southgate Surgery Center,30.98,30.98,18.16,1,2,30.98,2.0,0.00019612391687057347,0.0002941858753058602,0.5535055350553506,0.5539958448475271,Low
Lance Turkish MD APC,30.88,30.88,17.0,1,2,30.88,2.0,0.00019549085064439345,0.0002932362759665902,0.5535055350553506,0.5539942621819616,Low
The Hospital of Central Connecticut - New Britain General Campus,30.83,30.83,16.3,1,2,30.83,2.0,0.00019517431753130341,0.0002927614762969551,0.5535055350553506,0.5539934708491788,Low
Harrisburg Eye Associates,30.83,30.83,17.8,1,2,30.83,2.0,0.00019517431753130341,0.0002927614762969551,0.5535055350553506,0.5539934708491788,Low
Memorial Medical Center,30.57,30.57,25.21,1,2,30.57,2.0,0.00019352834534323537,0.00029029251801485306,0.5535055350553506,0.5539893559187087,Low
Carteret Vision Center OD PA,30.57,30.57,16.93,1,2,30.57,2.0,0.00019352834534323537,0.00029029251801485306,0.5535055350553506,0.5539893559187087,Low
Lang Family Eye Care LLC,30.54,30.54,17.79,1,2,30.54,2.0,0.00019333842547538137,0.000290007638213072,0.5535055350553506,0.5539888811190391,Low
Good Shepherd Rehabilitation Hospital - Center Valley (FKA Good Shepherd Rehabilitation Hospital - Allentown),30.53,30.53,18.51,1,2,30.53,2.0,0.00019327511885276337,0.00028991267827914506,0.5535055350553506,0.5539887228524825,Low
Keith A Kobet MD PC,30.41,30.41,17.69,1,2,30.41,2.0,0.00019251543938134731,0.00028877315907202094,0.5535055350553506,0.553986823653804,Low
Rhea Medical Center,30.32,30.32,15.32,1,2,30.32,2.0,0.00019194567977778528,0.0002879185196666779,0.5535055350553506,0.5539853992547951,Low
Arbor Eyecare (AKA Snoqualmie Valley Eye Care Associates),30.28,30.28,15.83,1,2,30.28,2.0,0.00019169245328731326,0.0002875386799309699,0.5535055350553506,0.5539847661885688,Low
Aurora West Allis Medical Center,30.18,30.18,15.24,1,2,30.18,2.0,0.00019105938706113324,0.00028658908059169983,0.5535055350553506,0.5539831835230035,Low
VA MidSouth Healthcare Network (VISN 9),30.14,30.14,18.48,1,2,30.14,2.0,0.00019080616057066122,0.00028620924085599183,0.5535055350553506,0.5539825504567772,Low
The Eye Center of Parkville (AKA Nass Inc),30.13,30.13,18.73,1,2,30.13,2.0,0.00019074285394804323,0.00028611428092206487,0.5535055350553506,0.5539823921902207,Low
InFocus Vision PC,30.03,30.03,17.45,1,2,30.03,2.0,0.00019010978772186318,0.0002851646815827948,0.5535055350553506,0.5539808095246552,Low
Coastal Jersey Eye Center LLC,29.87,29.87,19.47,1,2,29.87,2.0,0.00018909688175997516,0.0002836453226399627,0.5535055350553506,0.5539782772597506,Low
Johnson Memorial Hospital,29.83,29.83,16.4,1,2,29.83,2.0,0.0001888436552695031,0.00028326548290425466,0.5535055350553506,0.5539776441935244,Low
Bedford Family Eye Care Optometrists,29.75,29.75,16.89,1,2,29.75,2.0,0.00018833720228855912,0.00028250580343283866,0.5535055350553506,0.553976378061072,Low
Juliana Bock OD PC,29.74,29.74,16.08,1,2,29.74,2.0,0.0001882738956659411,0.00028241084349891164,0.5535055350553506,0.5539762197945155,Low
Sigler Family Eye Care,29.73,29.73,15.24,1,2,29.73,2.0,0.0001882105890433231,0.0002823158835649847,0.5535055350553506,0.5539760615279589,Low
Leverett EyeCare,29.67,29.67,18.52,1,2,29.67,2.0,0.00018783074930761508,0.00028174612396142265,0.5535055350553506,0.5539751119286196,Low
20/20 Eyecare of London LLC,42.32,21.16,17.49,2,4,21.16,2.0,0.00026791362691938895,0.00020093522018954172,0.5535055350553506,0.5539743839024596,Low
Jorgensen Schulz & Associates,29.62,29.62,18.46,1,2,29.62,2.0,0.00018751421619452507,0.0002812713242917876,0.5535055350553506,0.553974320595837,Low
Babcock Eye Care,42.26,21.13,11.58,2,4,21.13,2.0,0.00026753378718368095,0.0002006503403877607,0.5535055350553506,0.553973719182922,Low
Tutela Eye Center,29.55,29.55,14.86,1,2,29.55,2.0,0.00018707106983619905,0.0002806066047542986,0.5535055350553506,0.5539732127299412,Low
Culpeper Medical Center (FKA Novant Health UVA Health System Culpeper Medical Center),29.53,29.53,14.98,1,2,29.53,2.0,0.00018694445659096304,0.00028041668488644456,0.5535055350553506,0.553972896196828,Low
Prime Healthcare Services,29.49,29.49,15.0,1,2,29.49,2.0,0.00018669123010049102,0.0002800368451507365,0.5535055350553506,0.5539722631306019,Low
Visionelle Eyecare,29.42,29.42,15.37,1,2,29.42,2.0,0.00018624808374216503,0.00027937212561324757,0.5535055350553506,0.553971155264706,Low
Vision Associates Family Eye Care PLLC,29.42,29.42,15.71,1,2,29.42,2.0,0.00018624808374216503,0.00027937212561324757,0.5535055350553506,0.553971155264706,Low
Braun Eyecare (AKA Bruce L Johnson Od Inc),29.41,29.41,17.21,1,2,29.41,2.0,0.000186184777119547,0.0002792771656793205,0.5535055350553506,0.5539709969981494,Low
Ellen C Schneider MD,29.39,29.39,16.65,1,2,29.39,2.0,0.000186058163874311,0.00027908724581146647,0.5535055350553506,0.5539706804650364,Low
Rebecca Dobbins OD PA,29.37,29.37,15.42,1,2,29.37,2.0,0.00018593155062907502,0.0002788973259436125,0.5535055350553506,0.5539703639319233,Low
Vision Clinic at Foxhill (FKA Vision Clinic of Greeley PC),29.3,29.3,17.57,1,2,29.3,2.0,0.00018548840427074897,0.00027823260640612345,0.5535055350553506,0.5539692560660274,Low
Pennwood Opthalmic Associates PC,29.15,29.15,15.38,1,2,29.15,2.0,0.00018453880493147893,0.0002768082073972184,0.5535055350553506,0.5539668820676793,Low
HCA Florida Healthcare Physicians,29.08,29.08,17.04,1,2,29.08,2.0,0.00018409565857315289,0.00027614348785972936,0.5535055350553506,0.5539657742017835,Low
Canyon Optometry (FKA Arthur B Corish OD Inc),28.81,28.81,14.85,1,2,28.81,2.0,0.00018238637976246682,0.00027357956964370024,0.5535055350553506,0.5539615010047567,Low
Family Eyecare Associates Inc,28.8,28.8,17.17,1,2,28.8,2.0,0.00018232307313984883,0.00027348460970977323,0.5535055350553506,0.5539613427382002,Low
Miriam Hospital,28.79,28.79,15.15,1,2,28.79,2.0,0.0001822597665172308,0.0002733896497758462,0.5535055350553506,0.5539611844716437,Low
Rudowski Eyecare PLLC,28.71,28.71,14.54,1,2,28.71,2.0,0.0001817533135362868,0.0002726299703044302,0.5535055350553506,0.5539599183391913,Low
