npi,year,BRAND_NAME,GENERIC_NAME,MANUFACTURER,unique_patients,total_prescriptions,total_payment,total_days_supply,provider_name,Primary_Specialty,Primary_Hospital_Affiliation,received_novo_payment,total_novo_payments,novo_transaction_count,ozempic_specific_payments
1699332734,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,22.000000000,36.000000000,27042.553000000,1680.000000000,"Nasser Rahal, Omar ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,95.310000000,6,31.760000000
1275945842,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,20.000000000,35.000000000,27031.010000000,1882.000000000,"Law, Junwen ",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1003587759,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,40.000000000,57.000000000,27025.843000000,2162.000000000,"Braschayko, Daniel Raymond",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,949.940000000,107,364.150000000
1891360376,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,7.000000000,24.000000000,27025.420000000,1960.000000000,"Atef, Bentolhoda ",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1629136064,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,40.000000000,54.000000000,27008.362000000,1852.000000000,"Juratli, Sham ",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1508018763,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,24.000000000,26.000000000,27001.604000000,1260.000000000,"Bierenga, Brenda J",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,283.700000000,3,0E-9
1558711739,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,19.000000000,28.000000000,26973.537500000,1232.000000000,"Witte, Stephanie Kathleen Rees",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,26.550000000,2,13.750000000
1447372750,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,38.000000000,58.000000000,26968.570000000,1966.000000000,"Stout, Michael Thomas",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,22.370000000,1,22.370000000
1861465098,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,38.000000000,54.000000000,26965.309000000,1738.000000000,"Stevens, Susan Jane",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1104062066,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,13.000000000,29.000000000,26964.003000000,1624.000000000,"Carlisle, Sarah Dixcy",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,1015.200000000,46,416.880000000
1316994528,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,24.000000000,28.000000000,26961.990000000,1001.000000000,"Myaard, Tara Lynn",Internal Medicine,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),1,27.500000000,2,0E-9
1659370815,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,13.000000000,22.000000000,26949.660000000,998.000000000,"Prasad Meftah, Sheila ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1609219070,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,31.000000000,34.000000000,26933.321000000,1110.000000000,"Kasko, Susan K",Family Practice,Corewell Health Watervliet Hospital (FKA Spectrum Health Lakeland Watervliet Hospital),1,504.920000000,43,360.980000000
1851553762,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,51.000000000,61.000000000,26930.906000000,1774.000000000,"Baines, Jamie Chioni",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,491.760000000,32,62.440000000
1376100206,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,29.000000000,31.000000000,26917.024000000,1430.000000000,"Kops, Kristin Alexis",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),0,0E-9,0,0E-9
1962446468,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,21.000000000,26.000000000,26910.206000000,1064.000000000,"Gould, Gregory E",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1881901916,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,37.000000000,41.000000000,26898.794000000,1372.000000000,"Machireddy, Seenamma ",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,47.450000000,1,0E-9
1467866020,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,22.000000000,26.000000000,26898.451000000,1064.000000000,"Cureton, Andrew A",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,480.650000000,31,135.480000000
1427052265,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,29.000000000,34.000000000,26893.251000000,1204.000000000,"Heyboer, David Robert",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,61.360000000,4,20.200000000
1326026923,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,35.000000000,48.000000000,26891.213000000,2002.000000000,"Kirtley, Xandrea L",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,153.900000000,9,80.680000000
1588633176,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,31.000000000,41.000000000,26884.080000000,1444.000000000,"Barnes, Michael ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1326057589,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,20.000000000,23.000000000,26867.070000000,1022.000000000,"Danish, Syed M",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1194796383,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,22.000000000,30.000000000,26866.142000000,1008.000000000,"Ali, Halima S",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1073760088,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,20.000000000,46.000000000,26862.155000000,1542.000000000,"Mukerjee, Sanjoy ",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1245229541,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,20.000000000,27.000000000,26854.237000000,1441.000000000,"Kohl, Steven D",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),0,0E-9,0,0E-9
1891175048,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,51.000000000,70.000000000,26829.427000000,2130.000000000,"Samona, Tassia M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,271.790000000,18,169.850000000
1720503329,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,31.000000000,45.000000000,26801.840000000,1498.000000000,"Tillema, Colleen Elizabeth",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1942611470,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,19.000000000,21.000000000,26797.413000000,1036.000000000,"Deland, Abigail ",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),1,21.410000000,1,0E-9
1770904229,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,19.000000000,21.000000000,26784.000000000,912.000000000,"Striegle, Lisa Marie",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,1348.700000000,93,371.920000000
1336175512,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,41.000000000,46.000000000,26783.695000000,1284.000000000,"Syriac, Jane K",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,776.340000000,49,142.130000000
1154671527,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,36.000000000,39.000000000,26778.312000000,1156.000000000,"Washburn, Sherry L",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,257.580000000,19,0E-9
1467947424,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,40.000000000,51.000000000,26769.716000000,1357.000000000,"Salem, Janel Maria",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,15.100000000,1,0E-9
1316071301,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,23.000000000,28.000000000,26762.678000000,1010.000000000,"Nyman, Erica Jo",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,1277.380000000,74,138.270000000
1407148307,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,45.000000000,51.000000000,26760.392000000,1694.000000000,"Harris, Elizabeth Ann",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1487396735,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,30.000000000,35.000000000,26757.800000000,1012.000000000,"Franke, Katlyn ",Family Practice,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),0,0E-9,0,0E-9
1720283633,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,52.000000000,57.000000000,26757.422000000,1937.000000000,"Gendernalik, James Driscoll",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,208.700000000,12,62.680000000
1548789506,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,24.000000000,27.000000000,26744.777000000,1540.000000000,"Patel, Bhavyata ",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),1,743.240000000,47,427.790000000
1982792040,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,35.000000000,41.000000000,26744.183000000,1748.000000000,"Nelson, Allan D",Family Practice,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),1,24.950000000,1,0E-9
1316027865,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,33.000000000,36.000000000,26723.150000000,1090.000000000,"Sakka, Wathek ",Internal Medicine,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),1,1981.160000000,78,879.260000000
1215900667,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,58.000000000,65.000000000,26717.012000000,2244.000000000,"Dziobak, David C",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,150.540000000,10,68.290000000
1417380221,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,51.000000000,56.000000000,26716.520000000,1738.000000000,"Williams, Jennifer D",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),0,0E-9,0,0E-9
1033100540,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,34.000000000,43.000000000,26712.156000000,1540.000000000,"Camisa, Sumner ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,690.990000000,58,354.170000000
1053479154,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,32.000000000,34.000000000,26710.433000000,1716.000000000,"Colton, Kenneth Lee",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),1,141.950000000,9,67.590000000
1710118633,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,31.000000000,38.000000000,26699.486000000,1244.000000000,"Ahmad, Farrah Faisal",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,112.670000000,6,41.460000000
1790338143,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,26.000000000,28.000000000,26698.990000000,1206.000000000,"Maclean, Clare Lynn",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,314.850000000,22,72.360000000
1558812768,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,9.000000000,15.000000000,26684.760000000,1008.000000000,"Jennings, Devon Eileen",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1609850130,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,20.000000000,31.000000000,26684.660000000,1546.000000000,"Tom, Keith Brian",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,416.090000000,16,37.510000000
1649213463,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,36.000000000,44.000000000,26684.054000000,1352.000000000,"Faraj, Daoud Abbas",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,418.050000000,36,349.470000000
1952713133,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,29.000000000,33.000000000,26678.492500000,1051.000000000,"Derks, Layne E.",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,66.780000000,4,45.330000000
1760034862,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,18.000000000,21.000000000,26675.770000000,1148.000000000,"Doherty, Kelly Ann",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,61.080000000,4,0E-9
1023081460,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,33.000000000,50.000000000,26675.150000000,1660.000000000,"Welker, Donald B",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,106.480000000,7,28.330000000
1033109749,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,23.000000000,29.000000000,26653.660000000,1206.000000000,"Hudock, Steven M",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,872.690000000,74,447.300000000
1215442884,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,30.000000000,34.000000000,26650.490000000,952.000000000,"Blauw, Anna Ruth",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,38.720000000,1,0E-9
1518433291,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,22.000000000,26.000000000,26587.040000000,1064.000000000,"Mciver, Melissa ",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),0,0E-9,0,0E-9
1710538947,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,28.000000000,47.000000000,26585.080000000,1972.000000000,"Cheedie, Kaitlyn Elizabeth",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1982617817,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,25.000000000,35.000000000,26581.251000000,1042.000000000,"Post, Jane A",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,23.670000000,1,23.670000000
1124304191,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,30.000000000,42.000000000,26566.490000000,1274.000000000,"Hoxie, Erin E",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1114961885,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,29.000000000,30.000000000,26547.279500000,1050.000000000,"Sayegh, Anthony John",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,645.650000000,42,317.150000000
1104838564,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,33.000000000,41.000000000,26547.197000000,1564.000000000,"Hallenbeck, Catherine H",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1730445503,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,23.000000000,26.000000000,26541.354000000,1036.000000000,"Asbahi, Redwan ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),1,119.320000000,1,119.320000000
1942501663,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,43.000000000,49.000000000,26523.994000000,1372.000000000,"Kausel, Ana Maria",Endocrinology,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,194.950000000,5,32.260000000
1992202790,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,27.000000000,41.000000000,26517.050000000,1206.000000000,"Hnatio, Bryan Adam",Physician Assistant,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),1,114.980000000,6,17.290000000
1609896836,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,37.000000000,40.000000000,26516.184000000,1458.000000000,"Meyer-Howe, Karen ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,552.760000000,26,29.360000000
1609207091,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,15.000000000,25.000000000,26491.100000000,1279.000000000,"Gary, Ashley N",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1043523954,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,28.000000000,36.000000000,26477.680000000,1242.000000000,"Boggs, Nicholas E",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1861931941,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,31.000000000,36.000000000,26469.637000000,1202.000000000,"Abouarabi, Wassim M",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),0,0E-9,0,0E-9
1609832682,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,32.000000000,40.000000000,26466.047000000,1388.000000000,"Kakish, Melinda L",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1144212325,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,40.000000000,48.000000000,26463.807000000,2374.000000000,"Eckel, Margaret A",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),1,638.800000000,44,183.830000000
1902246085,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,18.000000000,28.000000000,26442.240000000,980.000000000,"Mcgovern, Heather Joy",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,139.960000000,8,15.410000000
1699104315,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,23.000000000,24.000000000,26424.573000000,1004.000000000,"Lattimore, Tiffany Lyn",Physician Assistant,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),1,11.990000000,1,0E-9
1417945288,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,43.000000000,48.000000000,26401.878000000,1496.000000000,"Griemsman, Stacie L",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1114965845,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,9.000000000,24.000000000,26366.306000000,1176.000000000,"Smiy, Alan N",General Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,299.480000000,16,200.090000000
1821021551,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,31.000000000,47.000000000,26341.610000000,1554.000000000,"O'Meara, Robin Susan",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
1205989704,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,39.000000000,43.000000000,26337.810000000,1646.000000000,"Lyons, Monica Ann",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,318.740000000,19,116.740000000
1568459196,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,20.000000000,24.000000000,26331.132000000,952.000000000,"Greenberg, Lawrence A",Nephrology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1740285493,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,28.000000000,43.000000000,26319.969000000,1497.000000000,"Najor, Lanore P",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,131.860000000,2,0E-9
1487775847,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,22.000000000,28.000000000,26319.780000000,1018.000000000,"Tacket, Tracy J",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,859.110000000,51,409.610000000
1528008570,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,21.000000000,60.000000000,26316.740000000,1766.000000000,"Oleszkowicz, Andrew M",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1679645972,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,30.000000000,38.000000000,26301.237500000,1288.000000000,"Nazareno, Edward I",Family Practice,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),1,180.240000000,11,71.470000000
1255569794,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,24.000000000,25.000000000,26282.300000000,992.000000000,"Larsen, Matthew Anthony",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,165.290000000,8,85.630000000
1760446264,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,46.000000000,60.000000000,26274.842000000,1820.000000000,"Brenner, Kristopher L",Family Practice,Corewell Health Ludington Hospital (FKA Spectrum Health Ludington Hospital),1,12.140000000,1,0E-9
1003037417,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,26.000000000,41.000000000,26274.440000000,1204.000000000,"Woo, Jeffery Allen",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,934.460000000,59,445.260000000
1790299253,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,24.000000000,47.000000000,26259.182000000,1340.000000000,"Vander Velde, Stephanie Anne",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,299.770000000,13,0E-9
1528045564,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,34.000000000,65.000000000,26254.912000000,1948.000000000,"Hug, David A",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1841865300,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,39.000000000,54.000000000,26246.354000000,1718.000000000,"Meyer, Jordan Ross",Family Practice,Corewell Health Zeeland Hospital (FKA Spectrum Health Zeeland Community Hospital),1,270.060000000,4,108.800000000
1669001046,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,26.000000000,39.000000000,26242.198000000,1114.000000000,"Ferlmann, Jon Andrew",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),1,100.930000000,6,17.380000000
1558711739,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,41.000000000,44.000000000,26212.573000000,1421.000000000,"Witte, Stephanie Kathleen Rees",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,26.550000000,2,13.750000000
1922066984,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,24.000000000,29.000000000,26208.330000000,1092.000000000,"Kim, Roderick S",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,171.130000000,9,100.130000000
1336765486,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,29.000000000,38.000000000,26207.260000000,1070.000000000,"Arora, Mikita ",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),0,0E-9,0,0E-9
1528270204,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,20.000000000,24.000000000,26192.040000000,784.000000000,"Bow, Daniel James",Internal Medicine,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),0,0E-9,0,0E-9
1215297973,2023.000000000,OZEMPIC,semaglutide,Novo Nordisk,35.000000000,36.000000000,26185.630000000,1179.000000000,"Snell, Kyle Lee",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),1,315.870000000,19,102.840000000
1215997796,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,33.000000000,34.000000000,26177.883000000,1224.000000000,"Ebaugh, Diane Barbara",Family Practice,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),1,1085.240000000,91,491.920000000
1164468690,2021.000000000,OZEMPIC,semaglutide,Novo Nordisk,26.000000000,40.000000000,26164.975000000,1314.000000000,"Trate, Toni B",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),1,246.960000000,16,167.560000000
1528008570,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,43.000000000,56.000000000,26153.729000000,2125.000000000,"Oleszkowicz, Andrew M",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),0,0E-9,0,0E-9
1205139755,2022.000000000,OZEMPIC,semaglutide,Novo Nordisk,13.000000000,55.000000000,26149.320000000,1239.000000000,"Oleksy, Magdalena Alison",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,15.780000000,1,0E-9
1003894619,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,47.000000000,49.000000000,26143.142000000,1948.000000000,"Yoder, Cordell L",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),1,165.280000000,10,94.690000000
1326028523,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,26.000000000,30.000000000,26127.216000000,1216.000000000,"Erickson, Martin K",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),1,1479.760000000,109,843.400000000
1710154521,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,25.000000000,34.000000000,26126.530000000,1848.000000000,"Mckissick, Marianne Dolores",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,134.880000000,9,41.010000000
1932588381,2024.000000000,OZEMPIC,semaglutide,Novo Nordisk,50.000000000,56.000000000,26117.311000000,2132.000000000,"Khraizat, Hussein Christopher",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),1,678.610000000,47,315.920000000
1124022660,2020.000000000,OZEMPIC,semaglutide,Novo Nordisk,24.000000000,27.000000000,26106.325500000,1368.000000000,"Mackinder, Robert Charles",Pediatric Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),0,0E-9,0,0E-9
