npi,provider_name,Primary_Specialty,Primary_Hospital_Affiliation,program_year,payment_type,product_category,transaction_count,total_payment,avg_payment
1669600219,"Banno, Mark Korea",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,6,56.080000000,9.346666667
1902008444,"Berris, Karen Koenig",Endocrinology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Ozempic,5,56.080000000,11.216000000
1629177035,"Wayne, Michael Stephen",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2022,Food and Beverage,Rybelsus,2,56.040000000,28.020000000
1811901309,"Gupta, Neelum ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,4,55.940000000,13.985000000
1487875076,"Meyer, David Robert",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Rybelsus,3,55.930000000,18.643333333
1467490953,"App, Michael J",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Rybelsus,3,55.930000000,18.643333333
1962916023,"Rahe, Ann Martha",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Rybelsus,3,55.910000000,18.636666667
1144254095,"Ausiello, Domenico S",Family Practice,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),2023,Food and Beverage,Rybelsus,4,55.900000000,13.975000000
1336669993,"Gjetaj, Kendall Rose",Physician Assistant,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),2021,Food and Beverage,Other Novo Products,4,55.890000000,13.972500000
1033473632,"Derra, Brittany A",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Wegovy,3,55.840000000,18.613333333
1265468862,"Osburn, Jonathan F",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2022,Food and Beverage,Rybelsus,6,55.820000000,9.303333333
1427716554,"Walters, Maleah Joy",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2022,Food and Beverage,Rybelsus,6,55.810000000,9.301666667
1063496818,"Langnas, Gary B",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Ozempic,3,55.800000000,18.600000000
1558352286,"Bragman, James B",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Other Novo Products,3,55.800000000,18.600000000
1033509286,"Klint, Pam J",Nurse - Nurse Practitioner,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2022,Food and Beverage,Rybelsus,6,55.800000000,9.300000000
1568748697,"Martin, Katie L",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,1,55.790000000,55.790000000
1053301713,"Hachigian, Todd M",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Wegovy,4,55.750000000,13.937500000
1033473632,"Derra, Brittany A",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Wegovy,4,55.750000000,13.937500000
1841813565,"Khamooshi, Navid ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Ozempic,3,55.720000000,18.573333333
1225406259,"Scherba, Joseph M",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2021,Food and Beverage,Other Novo Products,4,55.690000000,13.922500000
1588612576,"Barker, Charles R",Osteopathic Manipulative Medicine,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),2023,Food and Beverage,Wegovy,3,55.680000000,18.560000000
1013980531,"Kasmikha, Riyadh P",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Ozempic,4,55.620000000,13.905000000
1952390031,"Mansour-Habib, Nancy F",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Rybelsus,3,55.560000000,18.520000000
1972581908,"Samad, Munzer ",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Rybelsus,4,55.560000000,13.890000000
1972703536,"Abdelaziz, Amged Abdelmonim Tagelsir",Cardiology - Interventional Cardiology,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),2024,Food and Beverage,Wegovy,3,55.550000000,18.516666667
1003893934,"Korkigian, Armen A",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2020,Food and Beverage,Ozempic,4,55.540000000,13.885000000
1073518270,"Holman, Roger ",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Rybelsus,7,55.530000000,7.932857143
1811422413,"Hazimi, Eman ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2021,Food and Beverage,Other Novo Products,3,55.450000000,18.483333333
1003804642,"Verkaik, Steven J",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Other Novo Products,5,55.440000000,11.088000000
1215900667,"Dziobak, David C",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Ozempic,4,55.440000000,13.860000000
1245325927,"Faber, Michael L",Internal Medicine,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2020,Food and Beverage,Ozempic,4,55.430000000,13.857500000
1447546593,"Saad, Abdulhassan ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Rybelsus,5,55.410000000,11.082000000
1346676939,"Nest, Erin M",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,4,55.330000000,13.832500000
1558479469,"Lewis, Raja Edmon",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2021,Food and Beverage,Ozempic,3,55.320000000,18.440000000
1760473094,"Hasbany, Robert T",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Other Novo Products,3,55.300000000,18.433333333
1609851708,"White, Michael M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,3,55.280000000,18.426666667
1942279260,"Lamb, Timothy J",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Rybelsus,6,55.270000000,9.211666667
1831383074,"Wagner, Jordan M",Physician Assistant,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Wegovy,3,55.220000000,18.406666667
1457389264,"Jones, Daniel Roger",Family Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Wegovy,3,55.220000000,18.406666667
1588101091,"Rosen, Mark ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Wegovy,3,55.210000000,18.403333333
1396285862,"Bullough, Leon ",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Wegovy,3,55.210000000,18.403333333
1639156441,"Shah, Rita P",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Ozempic,3,55.190000000,18.396666667
1891764080,"Sabb, Sandra M",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2024,Food and Beverage,Rybelsus,3,55.160000000,18.386666667
1174530232,"Zohoury, Mark R",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Rybelsus,3,55.140000000,18.380000000
1427584812,"Kathawa, Rita Karana",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Ozempic,5,55.100000000,11.020000000
1932291432,"Park-Davis, Sungnan ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,3,55.100000000,18.366666667
1053567743,"Nadolsky, Karl Zahlmann",Endocrinology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Ozempic,7,55.040000000,7.862857143
1700140431,"Almassudi, Massud T",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Ozempic,4,55.040000000,13.760000000
1194457598,"Fogel, Amy Louise",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Ozempic,3,55.040000000,18.346666667
1265719900,"Teasdale, Nicole Schwarz",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Rybelsus,4,55.010000000,13.752500000
1669022919,"Toth, Sara J",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,5,54.980000000,10.996000000
1922052513,"Garlapaty, Vamshi Krishna",Nephrology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Wegovy,2,54.910000000,27.455000000
1316419609,"Gough, Amanda Marie",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Rybelsus,3,54.900000000,18.300000000
1023447695,"Chandy, Jerry Idiculla",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Wegovy,3,54.820000000,18.273333333
1295840734,"Sudhakara, Kajoor ",Internal Medicine,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),2023,Food and Beverage,Wegovy,3,54.820000000,18.273333333
1174590459,"Katz, Laurie B",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Wegovy,3,54.780000000,18.260000000
1053301713,"Hachigian, Todd M",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Ozempic,4,54.750000000,13.687500000
1972614659,"Talbert, Jason ",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Ozempic,3,54.710000000,18.236666667
1851403307,"Mayle, Michael E",General Practice,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2023,Food and Beverage,Ozempic,3,54.670000000,18.223333333
1760760037,"Rodriguez, Cristian ",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Wegovy,3,54.630000000,18.210000000
1154671527,"Washburn, Sherry L",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Wegovy,3,54.630000000,18.210000000
1730393448,"Copeland, Jonathan D",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Ozempic,3,54.630000000,18.210000000
1033421706,"Raj, Navin ",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2020,Food and Beverage,Ozempic,4,54.600000000,13.650000000
1366460701,"Qureshi, Kashif Haseeb",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2020,Food and Beverage,Ozempic,4,54.600000000,13.650000000
1750463071,"Bauer, Michelle M",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2020,Food and Beverage,Ozempic,4,54.570000000,13.642500000
1588688717,"Syed, Najam ",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2021,Food and Beverage,Other Novo Products,3,54.560000000,18.186666667
1497217822,"Wood, James Henry",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,4,54.540000000,13.635000000
1164657557,"Matte, Silvana Dhia",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Rybelsus,3,54.540000000,18.180000000
1093743007,"Tobin, Amy Lum",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Rybelsus,2,54.540000000,27.270000000
1992108641,"Hamill, Donna M",Nurse - Nurse Practitioner,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2024,Food and Beverage,Rybelsus,2,54.540000000,27.270000000
1740410455,"Marok, Rajinder Singh",Cardiology - Interventional Cardiology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Ozempic,3,54.540000000,18.180000000
1033109749,"Hudock, Steven M",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Rybelsus,3,54.540000000,18.180000000
1154316222,"Powell, Matthew Neil",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,7,54.530000000,7.790000000
1174948384,"Boonie, Allison ",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Rybelsus,4,54.530000000,13.632500000
1306368527,"Atiyeh, Dominic Antonio",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Ozempic,4,54.480000000,13.620000000
1346528262,"Ramakrishnan, Reshma ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Rybelsus,5,54.460000000,10.892000000
1437693660,"Fournier, Leidy Laura",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Other Novo Products,4,54.420000000,13.605000000
1164657805,"Shamon, Dalya S",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,4,54.420000000,13.605000000
1609811975,"Al-Matchy, Victor P",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Rybelsus,4,54.410000000,13.602500000
1861848533,"Huda, Ali Syed",Other,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Wegovy,3,54.410000000,18.136666667
1467236364,"Hoholik, Anthony James",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Other Novo Products,3,54.410000000,18.136666667
1508819434,"Kondur, Ashok Kumar",Cardiology - Interventional Cardiology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,3,54.380000000,18.126666667
1346962461,"Barno, Surath ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Rybelsus,3,54.360000000,18.120000000
1396856910,"Carlson, Robert Troy",Family Practice,Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),2021,Food and Beverage,Rybelsus,6,54.330000000,9.055000000
1033186820,"Errigo, Gary Girard",Physician Assistant,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),2021,Food and Beverage,Ozempic,5,54.330000000,10.866000000
1881786770,"Berri, Ziad ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2021,Food and Beverage,Rybelsus,5,54.270000000,10.854000000
1396285862,"Bullough, Leon ",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Food and Beverage,Other Novo Products,3,54.270000000,18.090000000
1588101091,"Rosen, Mark ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Other Novo Products,3,54.270000000,18.090000000
1174554364,"Benson, Paul Alan",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Other Novo Products,3,54.270000000,18.090000000
1396352894,"Sedgewick, Rachel Nicole",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Other Novo Products,4,54.260000000,13.565000000
1740367036,"Tesarz, Kristi A",Physician Assistant,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2021,Food and Beverage,Other Novo Products,5,54.240000000,10.848000000
1154329423,"Oostendorp, Michaele Christine",Internal Medicine,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),2021,Food and Beverage,Other Novo Products,5,54.240000000,10.848000000
1891971677,"Keider, Gayle C",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Ozempic,4,54.220000000,13.555000000
1730136813,"Fuentes, Maricarmen ",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Ozempic,4,54.200000000,13.550000000
1174590459,"Katz, Laurie B",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,3,54.180000000,18.060000000
1649238213,"Verma, Ashish ",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2020,Food and Beverage,Ozempic,6,54.180000000,9.030000000
1124469523,"Iqbal, Amena ",Endocrinology,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2020,Food and Beverage,Ozempic,7,54.160000000,7.737142857
1437612579,"Brikho, Salam Saady",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Ozempic,3,54.110000000,18.036666667
1053479154,"Colton, Kenneth Lee",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2024,Food and Beverage,Ozempic,3,54.110000000,18.036666667
1578572517,"Mesiona-Brucal, Araceli Cempron",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),2020,Food and Beverage,Other Novo Products,7,54.090000000,7.727142857
1104895697,"Abufarha, Sami K",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Ozempic,5,54.080000000,10.816000000
1912586967,"Shohatee, Christina ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Ozempic,5,54.080000000,10.816000000
1346861440,"Gantt, Charlie Murphy",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Other Novo Products,4,54.060000000,13.515000000
1699428045,"Pleiness, Lindsey Nicole",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Wegovy,3,54.040000000,18.013333333
1053832790,"Narrett, Jessica Elizabeth",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Ozempic,4,54.030000000,13.507500000
1831311778,"Macfield, Peter Sonjoy",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,3,54.020000000,18.006666667
1386669570,"Clark, Donald Godfrey",Physician Assistant,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),2023,Food and Beverage,Rybelsus,4,54.010000000,13.502500000
1336317940,"Murariu-Dobrin, Alina C",Hospitalist,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Rybelsus,5,54.000000000,10.800000000
1467866020,"Cureton, Andrew A",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Rybelsus,4,53.990000000,13.497500000
1386624187,"Kellman, J.adam Adam",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2024,Food and Beverage,Rybelsus,3,53.920000000,17.973333333
1346217627,"Shuker, Ala S",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2021,Food and Beverage,Rybelsus,3,53.920000000,17.973333333
1821684424,"Kubiak, Kalin ",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Ozempic,5,53.920000000,10.784000000
1083681365,"Knight, Maribeth ",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2023,Food and Beverage,Rybelsus,5,53.910000000,10.782000000
1447546593,"Saad, Abdulhassan ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,4,53.890000000,13.472500000
1679937189,"Sudhakara, Avikshitha ",Internal Medicine,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),2022,Food and Beverage,Rybelsus,4,53.890000000,13.472500000
1558352286,"Bragman, James B",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Rybelsus,4,53.890000000,13.472500000
1629753223,"Bazzi, Fatima ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Rybelsus,5,53.870000000,10.774000000
1114961885,"Sayegh, Anthony John",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Ozempic,3,53.870000000,17.956666667
1831780741,"Martin, Dawn Marie",Nurse - Nurse Practitioner,Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),2023,Food and Beverage,Rybelsus,3,53.860000000,17.953333333
1306880950,"Zimny, Matthew C",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Ozempic,3,53.850000000,17.950000000
1386993509,"Rogers, Steven Robert",Physician Assistant,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2021,Food and Beverage,Other Novo Products,3,53.840000000,17.946666667
1043574478,"Moe, Jacob Layne",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,4,53.820000000,13.455000000
1902008444,"Berris, Karen Koenig",Endocrinology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,4,53.810000000,13.452500000
1861839912,"Feinstein, Max ",Osteopathic Manipulative Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Ozempic,3,53.790000000,17.930000000
1386610764,"Younes, Wassim M",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,4,53.790000000,13.447500000
1467431031,"Feinstein, Laina ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Ozempic,3,53.790000000,17.930000000
1700140431,"Almassudi, Massud T",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,4,53.790000000,13.447500000
1295024743,"Mkrtychyan, Asmik ",Other,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2024,Food and Beverage,Ozempic,3,53.770000000,17.923333333
1023407640,"Sudbury, Eliza Rebecca",Nurse - Nurse Practitioner,Corewell Health Gerber Hospital (FKA Spectrum Health Gerber Memorial),2022,Food and Beverage,Rybelsus,3,53.760000000,17.920000000
1295254134,"Toma, Ahlam Matti",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2023,Food and Beverage,Rybelsus,4,53.750000000,13.437500000
1144212325,"Eckel, Margaret A",Family Practice,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2024,Food and Beverage,Wegovy,4,53.730000000,13.432500000
1790917953,"Kranz, Kathrine Rose",Physician Assistant,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Food and Beverage,Rybelsus,3,53.710000000,17.903333333
1538582283,"Otis, Maribeth Anne",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Wegovy,3,53.710000000,17.903333333
1083732614,"Field, Marjorie E",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Rybelsus,3,53.680000000,17.893333333
1700264231,"Gupta-Riley, Deepshikha ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,Food and Beverage,Ozempic,4,53.660000000,13.415000000
1245705490,"Dicicco, Danielle ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,4,53.650000000,13.412500000
1801341821,"Defrance, Bridgette ",Nurse - Nurse Practitioner,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),2024,Food and Beverage,Rybelsus,3,53.650000000,17.883333333
1124196548,"Revankar, Varsha Sanjay",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Wegovy,3,53.650000000,17.883333333
1912983131,"Colman, Andrew J",General Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Rybelsus,4,53.640000000,13.410000000
1760462220,"Rosenfeld, Sherri Pam",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2022,Food and Beverage,Other Novo Products,5,53.640000000,10.728000000
1164404133,"Moss, Barry M",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,3,53.630000000,17.876666667
1154718856,"Owczarski, Anna ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,3,53.620000000,17.873333333
1083698682,"Klausner, Mitchell E",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,3,53.620000000,17.873333333
