Full_Name,NPI,Primary_Specialty
Isaac Zinovy Pugach,1255412409,Internal Medicine
Joseph C Rashkin,1619068384,Pain Management
Jeffrey A Dash,1922189224,Internal Medicine
Lisa Marie Sanches,1114008802,Obstetrics/Gynecology
Muhammad Moin Farooqi,1093896938,Internal Medicine
Stephanie Allen,1245454834,Anesthesiology - Anesthesiologist
Vincenzo Perrone,1639233125,Internal Medicine
Gauri Gaonkar Agarwal,1912061342,Internal Medicine
Lana Amelia Giles,1124243464,Nurse - Certified Nurse Midwife
Kerry Inzer,1841354024,Occupational Medicine
Mehdi Sattarian,1639233810,Emergency Medicine
Virginia Emelia Norton,1154544989,Nurse - Nurse Practitioner
Jessica Mcgargle Heinberg,1205051125,Physician Assistant
David Sherwood Robinson,1457416331,Surgery - General Surgery
Kimberly A Hilmer,1902021850,Nurse - Nurse Practitioner
Maria theresa Josephine Hice,1144385980,Nurse - Nurse Practitioner
Patrick Thomas Mcgraw,1174677124,Surgery - General Surgery
David Bryan Raynor,1265597629,Podiatry
Pamela A. Rousseau,1326103763,Dermatology
Harry Sendzischew,1558426049,Surgery - Vascular Surgery
Robbie L Bradley,1295890762,Family Practice
Ana M Rivera,1609931914,General Practice
Stefanie B Lord,1710032032,Internal Medicine
Sharla D Carver,1528123551,Nurse - Nurse Practitioner
Leonardo Raul Buchbinder,1417013434,Infectious Disease
Olugbeminiyi I Olubanjo,1427274042,Family Practice
Abed Alhomsi,1124245782,Internal Medicine
Roberta K Rexroth,1992921977,Nurse - Nurse Practitioner
Baker A Mitchell,1932113735,Pain Management
Crista Joy Frank,1871507533,Podiatry
Abid A Shah,1699789180,Cardiology - Cardiologist
Charles A Thoman,1518971175,Urology
Champa Gowda,1295749885,Internal Medicine
Peter Sung jae Baek,1124033097,Anesthesiology - Anesthesiologist
Khawaja A. Rehman,1073527339,Internal Medicine
Shashidhar Kusuma,1598770430,Surgery - Plastic and Reconstructive Surgery
Mark Loebig,1457366338,Emergency Medicine
Kevin Douglas Maupin,1598779811,Pulmonary Disease
Mary Bailey Mehta,1407860729,Cardiology - Pediatric Cardiologist
Derek Bohn,1992719207,Emergency Medicine
Marc Slonimski,1891700522,Pain Management - Interventional Pain Management
Vinod K Raxwal,1659386449,Cardiology - Cardiologist
Mauricio Bermudez,1417963778,Family Practice
Randy Bruce Gould,1184630352,Cardiology - Cardiologist
Mark G Sabbota,1346256526,Cardiology - Cardiologist
Ira H Schlesinger,1700892858,Dermatology
Marc Robert Stauffer,1912913971,Cardiology - Interventional Cardiology
Vinay Chandra Srivastava,1326054396,Internal Medicine
Scott Andrew Powell,1447266820,Otolaryngology
Kimberly W Bain,1174539258,Obstetrics/Gynecology
Kevin Benjamine Mcbride,1790791721,Family Practice
Sangita Mohan,1104832062,Internal Medicine
Perry R Lloyd,1073529798,Internal Medicine
Marc J Rogers,1144237660,Surgery - Orthopedic Surgery
Nael El said Saad,1497762801,Radiology - Diagnostic Radiology
Bo Hong,1831105311,Pathology
Noah M Blum,1528075041,Podiatry
Kimberley A Oliphant,1255444683,Nurse - Nurse Practitioner
Jose B. Melo,1922014547,Oncology - Hematology/Oncology
Anisa Lee Mathis,1285640813,Physician Assistant
Anilkumar R Patel,1295848554,Pediatric Medicine
Mary H. Eberhart,1952318297,Nurse - Nurse Practitioner
Jaime Alejandro Mercado,1225142938,Obstetrics/Gynecology
Svetlana Rogozina,1568576437,Internal Medicine
Jorge L Rodriquez-mendez,1265546063,Internal Medicine
Mounir antoine Hage,1700990553,Unknown
David V Cashen,1124035696,Surgery - Orthopedic Surgery
Guy S Strauss,1578570727,Internal Medicine
Michelle Eileen Metzger,1942217195,Physician Assistant
Michelle Lynn Mitchell,1851308696,Nurse - Nurse Practitioner
Ducarmel Augustin,1154435634,Internal Medicine
David Moreno,1225045156,Internal Medicine
Jonathan Allen Hyde,1285748657,Surgery - Orthopedic Surgery
Rene F Rocha,1447364070,Psychology - Clinical Psychologist
Kelly Jean Kaldenbach,1679687206,Physician Assistant
Todd E Horowitz,1154435709,Anesthesiology - Anesthesiologist
Lori Ann Bowers,1235146010,Pediatric Medicine
Jane L Block,1750398608,Nurse - Nurse Practitioner
Sharon Stevens,1346257052,Anesthesiology - Certified Registered Nurse Anesthetist
Ronald H Saff,1528075249,Allergy/Immunology
Blake A Spain,1952416331,Internal Medicine
Henry L Chang,1962517219,Surgery - Pediatric Surgery
Kimberly Ann Vaughn,1811905219,Nurse - Nurse Practitioner
Jason Andrew Slate,1275648586,Gastroenterology
William Harry Heitman,1184631764,Surgery - Thoracic Surgery
Joy Evans,1275648461,Anesthesiology - Anesthesiologist
Samer Fahoum,1548375827,Pulmonary Disease
Lokanatham Gumidyala,1235244336,Emergency Medicine
Maria Uncangco Tedtaotao,1437264546,Family Practice
Elias H Sarkis,1285749283,Psychiatry
Sheryl Ann Cowan,1164430302,Family Practice
Pamela Roberts,1700893310,Surgery - Thoracic Surgery
Todd D Schwartz,1972511475,Radiology - Diagnostic Radiology
Hemant Shah,1295743508,Internal Medicine
Joshua G Kouri,1366450959,Surgery - Neurosurgery
Tiffany Merrill Ketzle,1982719837,Nurse - Nurse Practitioner
Ashraf A Luqman,1326153016,Pulmonary Disease
Bernard H Ballou,1598773483,Internal Medicine
Athena Atkinson,1891800421,Nurse - Certified Nurse Midwife
Mahfouz Fouad i Megally,1043326341,Anesthesiology - Anesthesiologist
Alan M Schwartz,1376659813,Cardiology - Interventional Cardiology
Robert Grady Ashley,1275649766,Family Practice
Pareena Bilkoo,1285749705,Cardiology - Cardiologist
Rajesh S. Padmanabhan,1962517516,Surgery - General Surgery
Jacob Lee Wonderlich,1255446878,Physician Assistant
Prabir Banik,1588779110,Internal Medicine
Parmanand Gurnani,1699880153,Psychiatry
Michael S De sandro,1659487627,Physician Assistant
Kelli Lugo,1245248426,Physician Assistant
Thomas S Fliedner,1922016013,Obstetrics/Gynecology
Charleen L. Ise,1053427716,Family Practice
Nusrat Ali Khan,1316053408,Internal Medicine
Kevin Edward Rohan,1124134093,Physician Assistant
Collette Palmisano,1528174216,Nurse - Nurse Practitioner
Charles Carmine Tomeo,1245346055,Surgery - Oral Surgery (dentists only)
Andrew Obermeier,1356457121,Physician Assistant
Jeffrey Paul Jordan,1023125556,Internal Medicine
A h zehra Quadri,1508972217,Family Practice
Gonzalo H Garcia,1477660884,Obstetrics/Gynecology
Francis Kiet Le,1134236508,Internal Medicine
Ronald Scott Chamberlain,1063421766,Surgery - General Surgery
Alicia Truitt,1912916602,Nurse - Nurse Practitioner
James V. Hillman,1366451684,Emergency Medicine
John Darren Clark,1528077112,Hospitalist
Mirza Abid Baig,1851300941,Pathology
Guruswamy Ramamurthy,1477669026,Nephrology
Stephen D Campbell,1548377906,Critical Care (Intensivists)
Matthew Eidem,1376650366,Gastroenterology
Emilio Mantero atienza,1912014804,Psychiatry
Stanley Allen Rosenberg,1144337262,Unknown
Frank S Bono,1124094966,Surgery - Orthopedic Surgery
Lori Ann Nikolic,1740255579,Physician Assistant
David Steven Brown,1407821218,Internal Medicine
Jonathan M. Rubin,1558337162,Anesthesiology - Anesthesiologist
Donald B. Rudolf,1467428078,Anesthesiology - Anesthesiologist
David J. Salvador,1366418972,Anesthesiology - Anesthesiologist
Jorge Sanchez-medio,1184690794,Anesthesiology - Anesthesiologist
Kevin V Palmer,1821064460,Surgery - General Surgery
Marcia Melda,1871569350,Anesthesiology - Certified Registered Nurse Anesthetist
Michael S Strobbe,1437125002,Internal Medicine
Kenneth P Pritchyk,1811963473,Podiatry
Amy M Strobbe,1801862487,Internal Medicine
Yvette Bazikian,1073507000,Internal Medicine
David Auerbach,1700870888,Pulmonary Disease
Randolph Mendoza Nunag,1417950148,Internal Medicine
Mauri G Lunderman,1033103825,Surgery - General Surgery
Efrain Rosario-carlo,1124012927,Family Practice
Jocelyn B Dunham,1518960210,Family Practice
Eduardo C Sabates,1851385686,Cardiology - Interventional Cardiology
Lance Simkins,1114911948,Cardiology - Cardiologist
Michael Bertagnolli,1427051010,Physician Assistant
Daniella Deona Grantham,1801899349,Nurse - Nurse Practitioner
Manuel E Turner,1083608749,Anesthesiology - Anesthesiologist
Timothy P Dao,1174526560,Internal Medicine
James H Rogers,1629071089,Surgery - Plastic and Reconstructive Surgery
Jesus L Penabad,1285637553,Endocrinology
Sridhar A. Pudu,1881697258,Radiology - Diagnostic Radiology
Raphael Richard Aybar,1619970902,Anesthesiology - Anesthesiologist
Ivan Estuardo Rascon-aguilar,1750357174,Gastroenterology
Stewart Allen Slomowitz,1770559106,Anesthesiology - Anesthesiologist
Joseph A Tonner,1629044086,Pulmonary Disease
Richard H Bundschu,1841266202,Pain Management - Interventional Pain Management
Dennis Dario,1083680300,Family Practice
Laura B Ottaviani,1992771273,Physical Medicine and Rehabilitation
Alan L Valadie,1578539862,Surgery - Orthopedic Surgery
Eric Christian Drew,1578539839,Neurology
Eliezer Hernandez,1932175247,Cardiology - Cardiologist
John R Ayres,1831165281,Surgery - Orthopedic Surgery
Patrick John Anastasio,1598731770,Internal Medicine
Andrew Lawrence Smock,1801862768,Cardiology - Cardiologist
Arthur L Valadie,1326014200,Surgery - Orthopedic Surgery
Ramdin Vishnu Sammy,1770559700,Podiatry
Chitto P Sarkar,1477529360,Family Practice
David C Gouldy,1366444655,Family Practice
Michael V Dao,1205838588,Family Practice
Kay Marie Shawchuck,1669474805,Surgery - General Surgery
Gary Garfield,1083608657,Cardiology - Cardiologist
Alfred P Heinen,1588658165,Physician Assistant
James W Mccauley,1700870367,Internal Medicine
Junior Defreitas,1548254188,Otolaryngology
Christopher H Rush,1023003589,Family Practice
Michael P Breen,1346235801,Radiology - Diagnostic Radiology
Vijaya L Cherukuri,1750375267,Geriatric Medicine
George Thommi,1811999873,Pulmonary Disease
Huy Le Nguyen,1023012002,Internal Medicine
Jaskaran Singh Bedi,1306831896,Internal Medicine
Patrick Reme,1649265067,Internal Medicine
Ashok Narayan Shenoy,1003801465,Unknown
Vinkica Vucemilovic,1801890868,Family Practice
Alejandro T Soler,1205821683,Surgery - General Surgery
H.a. tillmann Hein,1275537151,Anesthesiology - Anesthesiologist
Kevin Patrick Bryan,1104811512,Pediatric Medicine
Julie Beth Schwartzbard,1578558821,Psychology - Clinical Neuropsychologist
Gerard John Barrios,1104811306,Cardiology - Cardiologist
Daniel H Ober,1013902261,Physician Assistant
Daniel B. Bell,1609861798,Neurology
Steven J Schafer,1659347763,Surgery - Orthopedic Surgery
Dagoberto J Garces,1760458608,Unknown
Jagdeep S Sandhu,1528034477,Internal Medicine
Alberto Barbon-guisasola,1972579001,Pediatric Medicine
James Mark Anderson,1225004351,Family Practice
Larry T Wong,1689641599,Surgery - General Surgery
Garry G Banks,1588631493,Internal Medicine
Timothy Jerome Brinkman,1821065699,Family Practice
Mahmoud Bourghli,1326015157,Pulmonary Disease
Carey Sharp Le mener,1407823230,Family Practice
Wilfredo Amaya,1306813035,Unknown
Neal Christopher Lawrence,1518934314,Family Practice
Muhammad Ali Raza,1881661593,Internal Medicine
Dhvanit K Vijapura,1558338202,Psychiatry
Marc Baumgard,1801863774,Emergency Medicine
Neil F Benson,1619944527,Family Practice
Daniel Leon Turley,1871560599,Emergency Medicine
Fernando C Malamud,1780651471,Oncology - Hematology/Oncology
Magdalena F Shuler,1851368559,Ophthalmology
Jose A. Aleman-gomez,1740275916,Cardiology - Cardiologist
Thomas B Tan,1275528382,Oncology - Medical Oncology
Marc Stephen Kallins,1366437576,Physical Medicine and Rehabilitation
Kenneth H Crager,1902891120,Rheumatology
David J. Rice,1558356782,Radiology - Radiation Oncology
Scott K Clulow,1174518310,Family Practice
Yukhanan Benjamin,1649265745,Unknown
Sandra Rachel Gotman,1508851692,Surgery - Foot and Ankle
Olusegun A Oseni,1982699005,Pulmonary Disease
Steven David Fayne,1821092701,Gastroenterology
Steven M Strobbe,1609870443,Family Practice
Christine M Behan,1184619256,Internal Medicine
Usha Agarwal,1427043421,Internal Medicine
Rommana Aziz,1972507671,Family Practice
Gopal Chalavarya,1922093921,Cardiology - Cardiologist
Bogdan F Maliszewski,1750385324,General Practice
Raju V Rao,1053315648,Oncology - Hematology/Oncology
Michael T Lemont,1194710954,Nephrology
John J Salvaggio,1730174673,Internal Medicine
Anne marie V Miles,1669467429,Nephrology
Carl Steven Goldsand,1447245212,Other
David Shin-yin Tsai,1831184746,Physical Medicine and Rehabilitation
Youssef Salim Anid,1902891864,Critical Care (Intensivists)
Jyoti Budania,1598750390,Pediatric Medicine
Carlos M Rodriguez mendoza,1245225077,Internal Medicine
Brian D. Burke,1225023989,Surgery - Orthopedic Surgery
Mario A Mendizabal,1942295639,Family Practice
Jayshree J Novak,1164426573,Pediatric Medicine
Mark J Tenholder,1407850878,Surgery - Orthopedic Surgery
Tiffany M. Jessee,1205830692,Surgery - General Surgery
Mohamed K Helmi,1003883620,Pulmonary Disease
Leo R Teytelbaum,1053388512,Internal Medicine
Mouna Bacha,1568439941,Internal Medicine
Xiu ling Liu,1932176468,Anesthesiology - Anesthesiologist
Lisa M Robert,1922075407,Anesthesiology - Certified Registered Nurse Anesthetist
Ricardo Antonio Carranza,1639146004,Anesthesiology - Anesthesiologist
Kamran Zaheri,1336116607,Emergency Medicine
Shelia Y Roberts,1750358073,Nurse - Nurse Practitioner
Anna L. Hofacker,1851368187,Anesthesiology - Certified Registered Nurse Anesthetist
Mukesh Patel,1134196454,Pulmonary Disease
Norman Urich,1720055064,Family Practice
Marco Antonio Mejia,1609843879,Cardiology - Interventional Cardiology
Housam Moursi,1255308599,Emergency Medicine
Katayoon Behshid,1598732786,Pathology
Abd alrahman Benni,1568439701,Anesthesiology - Anesthesiologist
Michael Lynn Bailey,1215931639,Family Practice
William Christian Storoe,1013912377,Surgery - Oral Surgery (dentists only)
Amanullah Khan,1114922531,Unknown
James H Wilkins,1346235918,Physician Assistant
Michael Mcginley,1427043025,Anesthesiology - Certified Registered Nurse Anesthetist
Nagaraja D Sharma,1275528804,Cardiology - Cardiologist
Edward M Fidalgo,1376548560,Obstetrics/Gynecology
Lorenzo Munoz,1124014766,Internal Medicine
Calvin W Martin,1609862234,Family Practice
Jayadeva Chowdappa,1609871805,Internal Medicine
John G. Ogden,1750386850,Pediatric Medicine
Lee ann Pearse,1184629347,Pediatric Medicine
George Antoun Farhat,1942205067,Pain Management
David J York,1568467686,Physician Assistant
Michael Duane Moore,1831184456,Cardiology - Cardiologist
Janette Renee Rector,1225033327,Nurse - Nurse Practitioner
Jeffrey James Fisher,1588669691,Family Practice
Hossein Akhondi asl,1609862051,Internal Medicine
John Irving howard Halpern,1881680288,Emergency Medicine
Ana C Cruz diaz,1861488330,General Practice
Jefferson B Alling,1477558245,Family Practice
Carlos E Ramos,1518953090,Urology
Gustavo F Ros,1912902982,Internal Medicine
Dario E. Iriarte,1831167659,Anesthesiology - Anesthesiologist
Imad S. Istiban,1740258565,Anesthesiology - Anesthesiologist
Arvind Kapila,1730157553,Cardiology - Cardiologist
Salomon Imiak,1104894922,Anesthesiology - Anesthesiologist
John Brunson,1952379893,Radiology - Diagnostic Radiology
Khawaja Atiq Rahman,1144298134,Emergency Medicine
Nelson Torres,1295702280,General Practice
Ronald Beaton,1639146640,Radiology - Diagnostic Radiology
Visitacion Pabicon,1952379992,Pathology
Jonathan A Blum,1407824410,Podiatry
Marc A Melser,1063480085,Urology
Shahrad Mabourakh,1053388090,Internal Medicine
John Gozar,1144298126,Internal Medicine
Mark R Atkins,1962470559,Pathology
Sherif A Nasr,1306814900,Pathology
Annette Santiago,1053389650,Critical Care (Intensivists) - Pediatric
Ram Kumar Madasu,1679541445,Otolaryngology
Eddie Tumaneng,1033187786,Physician Assistant
Samuel B Wolf,1215905989,Obstetrics/Gynecology
Thomas Matese,1578531109,Internal Medicine
Khairul Shaheed Alam,1801864434,Psychiatry
Madhukanth T. Reddy,1356319990,Infectious Disease
Ashok G Buddhadev,1972571677,Obstetrics/Gynecology
Laura Velcu,1821093857,Surgery - General Surgery
William E. Beaty,1801891742,Psychology - Clinical Psychologist
Fawzia N Jaffee,1215932124,Other
Robert L. Brenner,1174528087,Obstetrics/Gynecology
Julia M Scaduto,1780689547,Nurse - Nurse Practitioner
Eric L Sandwith,1174519441,Surgery - Thoracic Surgery
Salah F Alandary,1881680189,Pulmonary Disease
Clarence H Owen,1811992647,Cardiology - Cardiac Surgery
Carlos A Garcia,1912902750,Obstetrics/Gynecology
Dolfi Herscovici,1609871326,Surgery - Orthopedic Surgery
Alberto B. Vasquez,1881680114,Neurology
Angela Martin Banks,1902892128,Anesthesiology - Certified Registered Nurse Anesthetist
Alfred V Hess,1578568291,Surgery - Orthopedic Surgery
Anthony F Infante,1720083454,Surgery - Orthopedic Surgery
Mark A Malias,1912993296,Surgery - Thoracic Surgery
Joseph J Pino,1316942105,Hospice and Palliative Care
Edward Bruce Kampsen,1952306755,Otolaryngology
Joseph Staffetti,1508852773,Gastroenterology
Ravi V Pachigolla,1396731402,Otolaryngology
Garry Bruce Gewirtzman,1932104502,Dermatology
Oen-hiang Cynthia Tie,1356346894,Dermatology
David Alan Riggs,1013903129,Family Practice
Edward P Kaplan,1164418133,Urology
Brad P. Glick,1235134818,Dermatology
Bryant D Thorpe,1295730877,Radiology - Diagnostic Radiology
Phan T Nguyen,1356337331,Pulmonary Disease
Nana S Amiridze,1447246509,Radiology - Diagnostic Radiology
Sandra Lynn Connor,1003811597,Nurse - Nurse Practitioner
Adriana Basiliza Cano,1730184235,Nephrology
Vicki Jo Allen,1932195831,Obstetrics/Gynecology
Mark Bradley Baker,1972599827,Urology
Andres Wilfredo Bhatia,1700872710,Oncology - Hematology/Oncology
Pamela Asghar,1174519136,Obstetrics/Gynecology
Allyson V Jones,1508852567,Obstetrics/Gynecology
Angel Feliciano,1548256480,General Practice
Joaquin J Fuenmayor,1811983679,Otolaryngology
Heather Lynn Caudell,1386630333,Nurse - Certified Nurse Midwife
Jason Michael Goldman,1184610040,Internal Medicine
Lucien-maximin Yanou Tchuisse,1174591820,Obstetrics/Gynecology
Thomas E Hendrick,1548238389,Surgery - General Surgery
Eliezer Akri,1679541361,Emergency Medicine
Bobbi D Baker,1114995792,Internal Medicine
Luis Alberto Mojicar,1932177441,Family Practice
Steven Elliot Hahn,1417925801,Gastroenterology
Anthony F. Afong,1801864160,Pain Management - Interventional Pain Management
Randy Kahn,1083682496,Radiology - Radiation Oncology
Jonathan M Simon,1558339846,Radiology - Diagnostic Radiology
Viatcheslav A. Kokhan,1134197445,Anesthesiology - Anesthesiologist
Jordan Pastorek,1265400634,Internal Medicine
Robert C Urban,1669440947,Ophthalmology
John E Baker,1225006794,Podiatry
David P.m. Harris,1639147036,Internal Medicine
Roberto Lugo,1093783433,Physician Assistant
Michael J Parisi,1447228713,Internal Medicine
Naresh P Menezes,1306814694,Internal Medicine
Arunachalam Jothivijayarani,1104894427,Obstetrics/Gynecology
James C Razi,1902874233,Family Practice
Pamela Houri,1235107343,Emergency Medicine
Jacqueline Lindsey,1861461949,Emergency Medicine
Stephanie M Berg,1629047659,Internal Medicine
Eduardo Aguirre,1730157991,Family Practice
Gary Lee Badzinski,1821094327,Cardiology - Cardiologist
Hollis A Groom,1104822618,Nurse - Certified Nurse Midwife
Laura S Finger,1629074042,Obstetrics/Gynecology
Monica Popov,1922004340,Obstetrics/Gynecology
Angelo S Paola,1083600878,Urology
Judith D Noel,1932105269,Internal Medicine
Marc S Barasch,1093701732,Family Practice
Guillermo E Calderon,1669478939,Obstetrics/Gynecology
Carlos Manuel Moas,1588650204,Pulmonary Disease
Hugo Gonzalez,1750377438,Pulmonary Disease
Ahmad Oussama Rifai,1396741526,Internal Medicine
Daniel A Terrone,1093711327,Internal Medicine
Robin E Osborn,1639175888,Radiology - Diagnostic Radiology
Hamid Burney,1134125453,Internal Medicine
Joseph N Pace,1205823838,Cardiology - Cardiologist
Robert J Subbiondo,1467449017,Cardiology - Cardiologist
Steven H Silverman,1295731396,Surgery - Vascular Surgery
Steven Myles Cohen,1174529234,Ophthalmology
Dawn A. Adams,1710974290,Physician Assistant
Richard A Miller,1699771626,Adolescent Medicine
Paul A Suri,1962499400,Cardiology - Cardiologist
Edward Anthony Schuka,1194712554,Family Practice
Emmanuel F Desai,1841234655,Internal Medicine
Mary Angelina Finke,1831133560,Obstetrics/Gynecology
Martin F. Conroy,1700863107,Anesthesiology - Anesthesiologist
Xiaolong Sean Liu,1992782403,Pathology
Ziad M Marjieh,1992782577,Cardiology - Cardiologist
Bradley R Brobeck,1891772356,Radiology - Diagnostic Radiology
Mark S Avila,1598742058,Gastroenterology
Louis Adalberto Fernandez,1952388274,Cardiology - Cardiologist
Mahender M Reddy,1639156961,Internal Medicine
Daniel Howard Bender,1649257908,Physical Medicine and Rehabilitation
Cathy Clinard,1548247810,Nurse - Nurse Practitioner
Michael Joachim Mckenzie,1538146725,Family Practice
Rajesh Agrawal,1295712602,Pulmonary Disease
Asadullah Hussain,1174500540,Pain Management - Interventional Pain Management
Michael D Wyatt,1306823604,Pediatric Medicine
Neil Furman,1154308450,Internal Medicine
Milimir D Arsov,1841277159,Cardiology - Interventional Cardiology
Selwyn T Sornabala,1386621597,Hospitalist
Stephen M. Sanders,1457338410,Physician Assistant
Jessica Rosario,1255318382,Family Practice
Mario Martinasevic,1942287966,Surgery - Vascular Surgery
David Paul Bernstein,1700863727,Urology
Meghan Ann Mc mackin,1316981798,Nurse - Nurse Practitioner
Syed K Lateef,1194769836,Gastroenterology
Leslie Torres-contes,1851335186,Anesthesiology - Certified Registered Nurse Anesthetist
Mahesh Bhambore,1336183573,Internal Medicine
Syed Nadeem Hasan,1194769141,Internal Medicine
Emil I. Michaels,1013951201,Anesthesiology - Anesthesiologist
Marisel Medina,1023052214,Podiatry
Luzviminda Allarde Villaneuvo,1528002714,General Practice
Yolanda Gonzalez,1881638047,Emergency Medicine
Mikhail Reznikov,1417991431,Anesthesiology - Anesthesiologist
Paul C Bierig,1609810951,Anesthesiology - Anesthesiologist
Brenda D Jackson,1922042951,Nurse - Nurse Practitioner
John D Josephs,1215971247,Surgery - General Surgery
Vonda Joy Wright,1023053063,Surgery - Orthopedic Surgery
Monica Bhargava,1598709719,Internal Medicine
John Stephen Badylak,1780629741,Surgery - Orthopedic Surgery
Jeffrey L Marks,1952346918,Urology
George E Nackley,1922085943,Internal Medicine
Rashid Rahman,1083691919,Pulmonary Disease
Benjamin Nmn Mena,1659359420,Internal Medicine
Lisa Patrice Mcloughlin,1164400941,Nurse - Nurse Practitioner
Mary Anne Brown,1467430272,Pediatric Medicine
Elizabeth Schnabl Dickey,1184602906,Pediatric Medicine
Mark Lerman,1568440071,Nephrology
Felistas Hazvineyi Madziwa,1124006879,Internal Medicine
Michael Doyle Courtney,1902884679,Pain Management - Interventional Pain Management
Joyce M Blazejewski,1508844200,Emergency Medicine
Michelle Allin,1922086529,Nurse - Nurse Practitioner
Dario D Altamirano,1871571471,Emergency Medicine
Lenworth L Anglin,1598743130,Family Practice
Craig Scott Black,1689652232,Emergency Medicine
Alberto Isaac Alzate,1801874490,Family Practice
James S Amontree,1235117730,Gastroenterology
Bogdana Trop,1225072457,Surgery - General Surgery
Mario F Guillen,1952345324,Internal Medicine
Victor Hayes,1164466264,Surgery - Orthopedic Surgery
Jorge Casas,1013951110,Surgery - Orthopedic Surgery
Gilman R Tyler,1164466124,Surgery - General Surgery
Carrie Lynn Staton,1982649703,Nurse - Nurse Practitioner
Monica V Florez,1922043769,Pediatric Medicine
Robert A Sellards,1386689164,Surgery - Orthopedic Surgery
Joseph E Chebli,1649215435,Surgery - General Surgery
Lakshmipathi R Reddi,1073558862,Gastroenterology
Alex G Rafanan,1679518500,Physician Assistant
Suzanne Elizabeth Zentko,1326083254,Cardiology - Cardiologist
Sumana Ketha,1962447805,Internal Medicine
Jaswinder J.s. Khara,1568407542,Neurology
Lewis Apter,1649215369,Unknown
Anil K.v. Bhogaraju,1578508222,Oncology - Hematology/Oncology
Marat Bakman,1225073729,Radiology - Diagnostic Radiology
Michael Stenzel,1356386858,Gastroenterology
James Chris Neiman,1144265646,Cardiology - Cardiologist
Gregory Alan Ennis,1043255615,Family Practice
Michael X Rohan,1447295985,Surgery - Orthopedic Surgery
Judson Hunt,1316925803,Nephrology
Kenneth Aron Mack,1366420754,Internal Medicine
Amitabh P Gupta,1376521807,Physical Medicine and Rehabilitation
Rosa Maria Herrera,1578541058,Internal Medicine
Susan Solomon-grimes,1083692511,Nurse - Nurse Practitioner
Angeli Maun Akey,1437137809,Internal Medicine
Philliph Bialecki,1902884463,Emergency Medicine
Jennifer Lynn Lay,1851379101,Family Practice
Mark A Ennett,1922086248,Anesthesiology - Certified Registered Nurse Anesthetist
Brian L Berman,1306824693,Emergency Medicine
Rafael Roberto Lopez,1124006358,Urology
Rosa Maria Huguet,1306824552,General Practice
Cherylann Collito,1891773941,Nurse - Nurse Practitioner
Amit Augustine Johnsingh,1861470916,Nephrology
Rozina Idrees,1821033432,Internal Medicine
Dollie Harrilal,1134164429,Nurse - Nurse Practitioner
Jacqueline D Boutrouille,1447295886,Psychiatry
Miles Medrano,1366487514,Gastroenterology
Elizabeth Benitez,1083659387,Pediatric Medicine
Todd Simon,1225073489,Gastroenterology
Carlos Sanchez,1134164395,Pulmonary Disease
Constance M Charles-logan,1225073422,Pediatric Medicine
Abel Garduno,1336184787,Family Practice
William Stanton,1801831060,Radiology - Diagnostic Radiology
Stephen Krasner,1588609754,Cardiology - Cardiologist
Mark Goldstein,1013952282,Neurology
James N Goldenberg,1922043199,Neurology
Darcy N. Bryan,1164467338,Obstetrics/Gynecology
Jaspreet S. Alang,1316982671,Internal Medicine
Jason S. Hallock,1710922950,Physician Assistant
Kala Seshadri,1639114721,Internal Medicine
Esteban Alfonso Ruiz,1740226794,Internal Medicine
William Nathan Handelman,1083650030,Internal Medicine
Mazin F Haddadin,1346285459,Emergency Medicine
Douglas A Jordan,1518945500,Podiatry
Shakoor A Arain,1801874904,Cardiology - Cardiologist
B Mitchell Grabois,1730167743,Obstetrics/Gynecology
Mark A Firestone,1558349563,Obstetrics/Gynecology
Eduardo A Alvarez,1588642524,Physician Assistant
Nisha S Mani,1619955671,Radiology - Diagnostic Radiology
Tamara Barsik,1356320378,Internal Medicine
Efrain Garcia,1447239496,Internal Medicine
Donald William Scott,1346229390,Rheumatology
Juan M Raposo,1871572834,Surgery - Orthopedic Surgery
David J Gray,1821077835,Pathology
Stuart William Ehrett,1578542387,Infectious Diseases - Pediatric
Muhammad Asif Mohiuddin,1265411185,Gastroenterology
Christopher M Leber,1518946482,Physical Medicine and Rehabilitation
Daniel Solomon Berman,1336128206,Infectious Disease
Daniel Carl Brunner,1437138344,Physician Assistant
Tara T Schaefer,1902885627,Nurse - Nurse Practitioner
Bushra I Chaudhry,1174502769,Internal Medicine
Carrie L Shulman,1225017833,Surgery - Neurosurgery
Anuj Sharma,1881673507,Physical Medicine and Rehabilitation
Roman Edward Skylar,1235118951,Emergency Medicine
Kenneth Greenberg,1528047289,Emergency Medicine
Stephen D Adams,1104805886,Pathology
Robert E Barnes,1275512923,Pathology
Jeffrey L.. Krieger,1265411920,Gastroenterology
Altagracia Miranda,1568441244,Emergency Medicine
Hannah S. Batihk,1508845330,Emergency Medicine
Mazyar Rouhani,1780663492,Emergency Medicine
Olga Grajales,1467431064,Family Practice
Anthony Al-dehneh,1518902634,Cardiology - Cardiologist
Marjorie H. Brown,1205871324,Anesthesiology - Certified Registered Nurse Anesthetist
Ronald Lu Chio,1780620823,Internal Medicine
Winston Thomas Richards,1598701567,Surgery - General Surgery
Charyse J Sindler,1821034836,Endocrinology
Ricardo Requena,1093751000,Otolaryngology
Mary K Mchugh,1386680411,Anesthesiology - Anesthesiologist
