FULL_NAME,NPI,PRIMARY_SPECIALTY
Jennifer Train,1225467509,Nurse - Nurse Practitioner
John Tran,1215452065,Podiatry
Sara Grace Tran,1568053213,Physician Assistant
Anhkiet L Tran,1639425879,Internal Medicine
Alyson Elizabeth Trapp,1639926421,Family Practice
Toni B Trate,1164468690,Family Practice
Lauren Traub,1831573955,Nurse - Nurse Practitioner
Gregory Treado,1710306055,Pediatric Medicine
Jack A Trebelhorn,1619331998,Urology
Emma Lynn Trentacosta,1336769793,Oncology - Hematology/Oncology
Matthew Trese,1174973416,Ophthalmology
German Treyger,1487002119,Dermatology
Jeffrey Alan Triest,1730126228,Urology
Borivoje M Trifunovic,1730167644,Internal Medicine
Marcella R Tringali,1396127171,Physician Assistant
Brandon J Trivax,1841687068,Physical Medicine and Rehabilitation
Justin Elijah Trivax,1174566095,Cardiology - Interventional Cardiology
Geoffrey A Trivax,1164407730,Internal Medicine
Neal Malaykumar Trivedi,1508423633,Internal Medicine
Gary L Trock,1578547774,Neurology
Steven Douglas Trombly,1407867815,General Practice
Kit Trombly Manteuffel,1104885862,Physician Assistant
Amanda Ryan Tromley,1639825219,Nurse - Nurse Practitioner
Nicole Lauren Tront,1699453712,Anesthesiology - Certified Registered Nurse Anesthetist
Richard M Trosch,1134101645,Psychiatry
Christina A Trost,1952781163,Anesthesiology - Certified Registered Nurse Anesthetist
Oksana Trotska,1124426911,Nurse - Nurse Practitioner
Elliott Strauss Trott,1922741230,Other
Gabrielle Troy,1639916901,Nurse - Nurse Practitioner
Mayra Troya-Nutt,1427084128,Obstetrics/Gynecology
Sara Ann Troyer,1912179995,Pediatric Medicine
Michelle Marie Trudeau,1689641441,Nurse - Nurse Practitioner
Nicole Marie Trudeau-Klimek,1023597168,Nurse - Nurse Practitioner
Hollyn Trudell,1861986192,Obstetrics/Gynecology
Matthew H Trunsky,1174556070,Pulmonary Disease
Tam Truong,1396418372,Nurse - Nurse Practitioner
John Michael Trupiano,1730120361,Surgery - Plastic and Reconstructive Surgery
Leah Catherine Trybus,1114352390,Physician Assistant
Brian James Tsacoumangos,1346739224,Physician Assistant
Joshua Tschiggfrey,1285371716,Anesthesiology - Certified Registered Nurse Anesthetist
Ioana Tsekos,1063768984,Physician Assistant
John F Tu,1982678017,Internal Medicine
Alexander Tu,1881255719,Anesthesiology - Anesthesiologist
Boniface Atakekor Tubie,1821144577,Nephrology
Michael T Tucciarone,1427267525,Cardiology - Cardiologist
Jennifer Leigh Tucciarone,1952519001,Family Practice
Rennard B Tucker,1356301246,Radiology - Diagnostic Radiology
Peter George Tucker,1598715971,Family Practice
Julie Anne Tuffo,1750532966,Physician Assistant
Michael William Tuffo,1831387299,Physician Assistant
David Bruce Tukel,1922079995,Ophthalmology
Saketh Tummala,1154882686,Hospitalist
Komalpreet Tur,1881370187,Ophthalmology
Fuad Hassan Turfah,1649241910,Surgery - Colorectal Surgery (formerly proctology)
Mohammed David Turfe,1366183931,Internal Medicine
Nadia Turfe,1821786690,Physician Assistant
Dilara Turk,1295362762,Dermatology
Eshel S Turk,1356350268,Family Practice
Onur Turkoglu,1861913048,Obstetrics/Gynecology
Sara Elizabeth Turner,1740795566,Physician Assistant
Katherine Marie Turner,1154565869,Nurse - Nurse Practitioner
Paula D Turner,1710900279,Hospitalist
Lisa Carole Turner,1205857729,Pediatric Medicine
Jessica Elizabeth Turner,1699557702,Physician Assistant
Daniel Robert Turner,1649217134,Cardiology - Cardiologist
Danielle Turner-Lawrence,1073643276,Emergency Medicine
Shardea Turney,1841882479,Nurse - Nurse Practitioner
Yvonne Elizabeth Turton,1750953717,Anesthesiology - Certified Registered Nurse Anesthetist
Snezhana Tuxhari,1053603076,Family Practice
Lisa Marie M Tyson,1790754844,Anesthesiology - Certified Registered Nurse Anesthetist
Alexis Marie Tzafaroglou,1871180794,Physician Assistant
Abigail Tzau,1487338232,Family Practice
Ravindera Uberoi,1992025670,Anesthesiology - Anesthesiologist
Victor O Ubom,1235165770,Surgery - Vascular Surgery
John E Uckele,1548247786,Obstetrics/Gynecology
Redwan Uddin,1376593228,Family Practice
Shahrin Uddin,1548098569,Physician Assistant
Ruth K Uhlig,1730158791,Anesthesiology - Certified Registered Nurse Anesthetist
Larry A Ulrey,1619959780,Surgery - Orthopedic Surgery
Matriosca Natacha Umlauf,1245206044,Pediatric Medicine
Sudheer R Ummadi,1437118106,Internal Medicine
David Sam Ungar,1699775015,Podiatry
Phillip D Unthank,1073562161,Anesthesiology - Certified Registered Nurse Anesthetist
Sarah E Upshur,1144460866,Physician Assistant
Nichole Urban,1417157991,Surgery - General Surgery
Varinia Urday-Gamalski,1033314869,Internal Medicine
Lauren Renee Uroda,1841687894,Family Practice
Rachael Elizabeth Ustruck,1467574541,Family Practice
Maciej R Uzieblo,1508840315,Surgery - Vascular Surgery
Alison Uzieblo,1295795391,Pathology
Robert G Vaclav,1205880192,Internal Medicine
Joyce K Vaclav,1588664874,Infectious Disease
Babu Rajendra Prasad Vadlamudi,1740227735,Psychiatry
Janki Kamlesh Vaghasia,1306535778,Obstetrics/Gynecology
Christie Marie Vahabzadeh,1336588029,Anesthesiology - Anesthesiologist
Zachary Sanjeev Vaishampayan,1609615012,Family Practice
Matteo Valenti,1912991894,Internal Medicine
Mary C Valenti,1811399082,Physician Assistant
Jenna Valentin,1326705617,Nurse - Nurse Practitioner
Josiah Aaron Valk,1619534963,Surgery - Orthopedic Surgery
Pamela Rae Valka,1174521207,Family Practice
Beth L Valmassoi,1629131644,Nurse - Nurse Practitioner
Brad Vamplew,1902443047,Physician Assistant
Thomas Duane Van Acker,1588406466,Obstetrics/Gynecology
Hannah Van Allen,1154793750,Nurse - Nurse Practitioner
Ramonna Van Alstine,1760083208,Nurse - Nurse Practitioner
Stacey Van Dike,1437670262,Nurse - Nurse Practitioner
Amy A Van Dusen,1942520119,Physician Assistant
Elyse C Van Ittersum,1730795485,Nurse - Nurse Practitioner
James Michael Vandaele,1396122883,Physician Assistant
Patrick Ray Vandehey,1568544880,Family Practice
Theresa L Vandehey,1346765344,Nurse - Nurse Practitioner
Erin Rachel Vandenberg,1700362704,Physician Assistant
Marie-cassandre Vandervoord,1487125829,Nurse - Nurse Practitioner
Sean S Vanderwaal,1932744091,Anesthesiology - Certified Registered Nurse Anesthetist
Arden Vanderwall,1053937938,Internal Medicine
Holly Vanderwerff,1194195966,Physician Assistant
Caitlin Elizabeth Vanderwindt,1487059069,Nurse - Nurse Practitioner
Mayche Vang-Kue,1659919819,Nurse - Nurse Practitioner
Aiden Michael Vanloo,1114665502,Internal Medicine
Nicolette Vanmaldeghem,1538828223,Nurse - Nurse Practitioner
Amanda M Vannatter,1770854044,Anesthesiology - Certified Registered Nurse Anesthetist
Paige Morgan Vannoy,1548728926,Anesthesiology - Certified Registered Nurse Anesthetist
Rhiannon Rose Vanreyendam,1467075630,Physician Assistant
Anupama G Vansadia,1063622454,Obstetrics/Gynecology
Neeraja Varanasi,1720068794,Infectious Disease
Jeffrey Richard Varanelli,1396792016,Optometry
Alexandra Varga,1003426818,Nurse - Nurse Practitioner
Sheeja Varghese,1841698859,Nurse - Nurse Practitioner
Naysha M Varghese,1821080359,Family Practice
Melissa May Vargo,1144604364,Nurse - Nurse Practitioner
Grace Eunhye Varilone,1841540606,Physician Assistant
Gregory C Varjabedian,1861490856,Otolaryngology
Varalakshmi Varre,1891773891,Physician Assistant
Stephen Andrew Vartanian,1790990919,Radiology - Interventional Radiology
Phillip Vartanyan,1538740584,Surgery - Orthopedic Surgery
Jacqueline Vasquez,1982293361,Physician Assistant
Adrienne Fasbinder Vassallo,1447998760,Nurse - Nurse Practitioner
Kimberly May Vaughn,1639695638,Anesthesiology - Certified Registered Nurse Anesthetist
Zachary Michael Vaupel,1356557623,Surgery - Orthopedic Surgery
Lindsay Elizabeth Vegezzi,1518580836,Nurse - Nurse Practitioner
Sondra Rose Velez,1619166733,Nurse - Certified Nurse Midwife
Donike Veliaj,1518475078,Nurse - Nurse Practitioner
Sarah A Vella,1578105888,Physician Assistant
Laurie Veltri,1669976569,Physician Assistant
Anuradha Vempati,1740275155,Pediatric Medicine
Philip Stanley Vendittelli,1871949925,Cardiology - Cardiologist
Preeti Venkataraman,1215093778,Pediatric Medicine
Sanjeev Shanmuga Venkataraman,1629120282,Psychiatry
Salvatore Ventimiglia,1588655765,Pediatric Medicine
Stephanie Ann Venturini,1144620758,Physician Assistant
Carmella Josephine Venturini,1295496479,Nurse - Nurse Practitioner
Padmaja V Venuturumilli,1548475387,Oncology - Medical Oncology
Patricia Ann Veresh,1184896508,Nurse - Nurse Practitioner
Sevasti Angeliki Vergis,1508502915,Other
Rohit Verma,1457390213,Internal Medicine
Ashish Verma,1649238213,Endocrinology
Narayan P Verma,1083680235,Neurology
Jennifer L Vermeesch,1861818676,Dermatology
Heather L Verriest,1730435405,Nurse - Nurse Practitioner
Thomas Verrill,1790915296,Cardiology - Cardiologist
Kyle Verschuren,1861235061,Emergency Medicine
Alexander Vertkin,1720035991,Internal Medicine
Rudy Jerome Vervaeke,1922108927,Internal Medicine
Johanna Jacoba Verwilghen,1316987142,Internal Medicine
Richard S Veyna,1457337230,Surgery - Neurosurgery
Claire Saunders Vial,1750450409,Nurse - Nurse Practitioner
Brady Thomas Vibert,1205870441,Surgery - Orthopedic Surgery
Normita Davila Vicencio,1700973385,Internal Medicine
Shirley Marie Vicente-Castro,1558835595,Nurse - Nurse Practitioner
Frank A Vicini,1871553826,Radiology - Radiation Oncology
Lyle D Victor,1447230669,Pulmonary Disease
Marius G Vidinas,1134133937,Hospitalist
Jacqueline Vidosh,1578189445,Anesthesiology - Anesthesiologist
Sanford J Vieder,1952335028,Emergency Medicine
Adam Vieder,1598189334,Emergency Medicine
Jocelyn Kimberly Vieira,1962015974,Nurse - Nurse Practitioner
Punitha M Vijayakumar,1396713756,Neurology
Puthenparampil G Vijayakumaran,1669480224,Psychiatry
Maria Nicole A Villafuerte,1659576718,Psychiatry
Mario Raul Villalba,1285849190,Surgery - General Surgery
Ethel L Villanueva,1932118353,Pediatric Medicine
David J Villanueva,1033128533,Psychiatry
Gerardine Villanueva,1477059335,Emergency Medicine
Michelle Berciles Villareal,1447728076,Nurse - Nurse Practitioner
Jeffrey A Villars,1538618137,Physician Assistant
Ronald Wayne Vincent,1851994008,Nurse - Nurse Practitioner
Jennifer Ann Ilene Vinch,1275769762,Psychiatry
Nicole Sapiro Vinckier,1326591413,Obstetrics/Gynecology
Brian Andrew Vinton,1598053142,Family Practice
Sherry L Viola,1548458177,Physical Medicine and Rehabilitation
Neeral Subhash Vishwanathan,1366686313,Physician Assistant
Diana Vitale,1265969349,Nurse - Nurse Practitioner
Dana Vitanovski-Petrovski,1043562085,Nurse - Nurse Practitioner
Alessandro Vivacqua,1639333198,Cardiology - Cardiac Surgery
Shannon Marie Viviano,1497914378,Emergency Medicine
Audrey Vizzaccaro,1982878609,Physician Assistant
Theodoros K Vlachos,1063472165,Obstetrics/Gynecology
Justin L Vo,1386368330,Physician Assistant
Tammy Vo-Mota,1477947588,Physician Assistant
James M Voci,1366476715,Neurology
Anna M Vodopyanov,1861077968,Nurse - Nurse Practitioner
Daniel J Vogel,1760681852,Surgery - Orthopedic Surgery
Amy Marie Volk,1356980247,Physician Assistant
John Anthony Vollmer,1932113628,Family Practice
Kirit K Vora,1649261108,Urology
Kruti Vora,1972122471,Family Practice
Brian Jeffrey Vosko,1013325828,Physician Assistant
Corey Robert Voss,1386675007,Emergency Medicine
Jay Eric Voter,1366186421,Radiology - Diagnostic Radiology
Lester James Voutsos,1659372118,Obstetrics/Gynecology
Eugene Vovchuk,1730491929,Anesthesiology - Anesthesiologist
Dorothyrose Francis Vowels,1932619822,Physician Assistant
Lyubov Voyevidko,1649987512,Nurse - Nurse Practitioner
Joshua Peter Vrabec,1215985841,Ophthalmology
Rohit Vyas,1013447697,Internal Medicine
Kelcie Ann Waack,1730762246,Internal Medicine
Christine T Wade,1083723647,Obstetrics/Gynecology
Joesina Manalel Wadehra,1992377972,Anesthesiology - Certified Registered Nurse Anesthetist
Vikrant Wadehra,1063037075,Podiatry
Ashim Wadehra,1821448721,Podiatry
Rona Lita Wadle,1649227315,Emergency Medicine
Elliot Charles Wagenheim,1588774566,Psychiatry - Forensic
Sarah Waggoner,1346826997,Anesthesiology - Certified Registered Nurse Anesthetist
James W Wagner,1841221660,Surgery - General Surgery
Kathryn Jane Wagner,1750806097,Nurse - Nurse Practitioner
Heather N Wagner,1902493844,Physician Assistant
Mark B Wagner,1164732053,Anesthesiology - Certified Registered Nurse Anesthetist
Rasha Waheed,1902252471,Neurology
Caitlin Marie Wahl,1245626662,Surgery - General Surgery
Heather K Wahl,1346608957,Anesthesiology - Certified Registered Nurse Anesthetist
Annette L Wahl,1861437410,Nurse - Nurse Practitioner
Eva Waineo,1265649180,Psychiatry
Lacey Leezae Waits,1699247197,Nurse - Nurse Practitioner
Ariel Andre Waitzman,1639149677,Otolaryngology
Sean S Walcott,1609854611,Emergency Medicine
Michelle C Wald,1598048464,Nurse - Nurse Practitioner
Linda M Waldman,1043255235,Psychiatry
Jeffrey Thomas Waldrop,1396845616,Surgery - Orthopedic Surgery
Tyson Don Waliezer,1790348076,Other
Monique Walk,1114798055,Nurse - Nurse Practitioner
Beth Walker,1356461198,Nurse - Nurse Practitioner
Roderick Walker,1568430122,Family Practice
Amanda Sue Walker,1205558368,Nurse - Nurse Practitioner
Elise Fischer Wallace,1538140835,Obstetrics/Gynecology
Amy Wallace,1134619463,Emergency Medicine
Laurie Wallace,1699716613,Emergency Medicine
Margaret Lillian Wallace,1366877060,Physician Assistant
Devan Walley,1417633181,Anesthesiology - Certified Registered Nurse Anesthetist
Colleen Elizabeth Walling,1548212574,Physician Assistant
Hannah Elisabeth Walmsley-Solt,1356815195,Anesthesiology - Certified Registered Nurse Anesthetist
Tina M Walny,1720488943,Nurse - Nurse Practitioner
Threasa Jean Walser,1962500249,Nurse - Nurse Practitioner
Daniel Gerard Walsh,1114918620,Cardiology - Cardiologist
Max T Walsh,1710961370,Ophthalmology
Carole Walsh,1669101812,Family Practice
Jennifer Rita Walster,1043538630,Physician Assistant
Despina Zefiras Walsworth,1265554216,Obstetrics/Gynecology
Kenneth Michael Walter,1013213958,Nurse - Nurse Practitioner
Ioana Chrisan Walter,1467717215,Nurse - Certified Nurse Midwife
Laura Lesley Walters,1164650594,Pathology
Lauren Elizabeth Walters,1780007971,Physician Assistant
Bradford Walters,1851351803,Emergency Medicine
Stephen P Walters,1013356914,Ophthalmology
Savannah L Walukonis,1598341406,Nurse - Nurse Practitioner
Karishma Walvekar,1194009654,Family Practice
Cindy Wang,1679552525,Optometry
Hui Wang,1720674146,Physician Assistant
Yilun Wang,1447744677,Anesthesiology - Anesthesiologist
Zhijian Wang,1851594634,Physician Assistant
Ryan Wang,1316636517,Surgery - General Surgery
Steven K Wang,1891755898,Radiology - Diagnostic Radiology
Grace Wang,1912337551,Nurse - Nurse Practitioner
Kevin Wang,1902367766,Internal Medicine
Jennifer HF Wang,1962404483,Internal Medicine
Ryan Wang,1013475003,Physician Assistant
Ay-ming Wang,1760442719,Radiology - Diagnostic Radiology
Grace Yiwen Wang,1689094179,Pathology
Ping Wang,1407833627,Family Practice
Rebecca Wang,1801356456,Dermatology
Brooke Wanshon,1588013973,Nurse - Nurse Practitioner
Samar Waqar,1487222410,Internal Medicine
Alicia Lianne Ward,1508208224,Podiatry
Claire E Ward,1043531544,Allergy/Immunology
Karen M Warmbold,1629134465,Physician Assistant
Amber L Warnat,1366735128,Ophthalmology
Mark Dennis Warner,1609884659,Chiropractic
Hillary A Warner,1902872922,Anesthesiology - Certified Registered Nurse Anesthetist
Laura Lynn Warner,1952389561,Pediatric Medicine
Chelsea Heather Warner,1114261633,Physician Assistant
Mary Grace Warnerdunlop,1174516207,Cardiology - Cardiologist
Stephen Joseph Warnick,1235336991,Family Practice
Matthew A Warpinski,1962436733,Emergency Medicine
Devon Danny Warren,1700298544,Emergency Medicine
Gregg Warren,1184651366,Radiology - Diagnostic Radiology
Samantha Warren,1164277182,Emergency Medicine
Michael Stuart Warren,1144257239,Obstetrics/Gynecology
Erin L Warren,1699122382,Internal Medicine
Alan R Warren,1033100813,Podiatry
Krzysztof W Warszawski,1295711935,Internal Medicine
Jacob Warwinsky,1346978046,Anesthesiology - Certified Registered Nurse Anesthetist
Katherine Elizabeth Wasek,1205237302,Physician Assistant
Tarik J Wasfie,1225029739,Surgery - General Surgery
David Keane Wash,1548211592,Emergency Medicine
Dawn M Washburn,1689985608,Physician Assistant
Lori A Washe,1811995616,Family Practice
Ryan Wasielewski,1750839312,Nurse - Nurse Practitioner
Paige Wasik,1417630468,Physician Assistant
Unknown Wasim,1134902307,Internal Medicine
Muhammad Wasiullah,1295758415,Internal Medicine
Reem Wassef,1336763382,Pediatric Medicine
Marc Jay Wasser,1750391827,Physician Assistant
Margaret Wasvary,1194415521,Internal Medicine
Rebecca E Wasvary,1194701714,Pediatric Medicine
Harry J Wasvary,1952383150,Surgery - Colorectal Surgery (formerly proctology)
Alicia D Watkins,1174237697,Nurse - Nurse Practitioner
Kay Elizabeth Watnick,1639123680,Dermatology
Richard Lee Watnick,1144211699,Ophthalmology
Thomas Jack Watson,1326076209,Surgery - Thoracic Surgery
Susan E Watson,1437206570,Nurse - Certified Nurse Midwife
Jesika V Watson,1508416298,Anesthesiology - Certified Registered Nurse Anesthetist
Kyle Watson,1134803232,Physician Assistant
Michael P Watta,1669497319,Physician Assistant
Michael H Watts,1447260419,Psychiatry
Stephen Joseph Watts,1639261506,Gastroenterology
Robin Wawersik,1003184268,Nurse - Nurse Practitioner
Tara Melissa Way,1558611491,Physician Assistant
Mitchell S Wayne,1437121746,Podiatry
Michael Stephen Wayne,1629177035,Family Practice
Kathryn D Wease,1811979263,Hospitalist
Liza J Weathersby,1780654806,Family Practice
Ashley K Weaver,1255939880,Nurse - Nurse Practitioner
Karen L Weaver,1265412456,Family Practice
Birgete Webb,1053816801,Anesthesiology - Anesthesiologist
John R Weber,1770568289,Gastroenterology
Michael Conrad Weber,1003231861,Anesthesiology - Anesthesiologist
Lauren Joy Webster,1063134286,Physician Assistant
Shannon Kirsten Webster,1790006682,Physician Assistant
Rebecca K Wegner,1023009305,Pediatric Medicine
Nicole Wehner,1265147193,Physician Assistant
Lori Weide,1659344562,Family Practice
David Robert Weidendorf,1497088876,Internal Medicine
Beata Kostrzewa Weiermiller,1972509784,Obstetrics/Gynecology
Richard C Weiermiller,1689665739,Internal Medicine
Mark Brian Wein,1760462964,Family Practice
Jerrold H Weinberg,1639104540,Obstetrics/Gynecology
Adam Jona Weiner,1922488246,Ophthalmology
Robert M Weinfeld,1699735696,Radiology - Diagnostic Radiology
Saul Israel Weingarden,1760459994,Physical Medicine and Rehabilitation
Brooke Weingarden,1528208956,Psychiatry
Jeffrey S Weingarten,1659358455,Otolaryngology
Lee Mark Weinstein,1720088032,Pediatric Medicine
James R Weintraub,1073606133,Neurology
Susan K Weir,1316999022,Physical Medicine and Rehabilitation
Ryne Weisenberger,1952064891,Physician Assistant
Marc F Weisman,1356443600,Family Practice
David E Weissman,1366433054,Internal Medicine
Erik Weitz,1033598156,Family Practice
Kristin Joy Welbourn,1497269781,Physician Assistant
Stephen Michael Welch,1346535200,Surgery - General Surgery
Kelly Marie Welker,1699113738,Pediatric Medicine
Donald B Welker,1023081460,Family Practice
Kory Josephine Wells,1538857305,Physician Assistant
Jennifer Wells,1508456336,Anesthesiology - Certified Registered Nurse Anesthetist
Grant Jonathon Welmers,1487170122,Nurse - Nurse Practitioner
Michael Thomas Wendt,1164706073,Physician Assistant
Kellie Wendzinski,1710500640,Family Practice
Mark Werner,1609849561,Obstetrics/Gynecology
Adam Wernette,1891433769,Cardiology - Cardiologist
Steven Walter Werns,1528164415,Cardiology - Cardiologist
Mark Wesley,1104607514,Nurse - Nurse Practitioner
Bryan C West,1407826241,Podiatry
Markeeta West,1598980567,Pediatric Medicine
Hayley West,1104695436,Physician Assistant
Brandon A West,1801080650,Podiatry
Julie Anne Westmoreland,1679096465,Nurse - Nurse Practitioner
Maria Elizabeth Weston,1891283453,Nurse - Nurse Practitioner
Christine Giska Westphal,1386676195,Nurse - Nurse Practitioner
Sarah K Wettlaufer,1376946327,Physician Assistant
Jennilyn Wetzel,1104920792,Family Practice
Elizabeth A Wey,1205983020,Pathology
Anna Karin Wheeler,1265033450,Nurse - Nurse Practitioner
Stephanie K Whitaker,1093822058,Anesthesiology - Certified Registered Nurse Anesthetist
Sara Whitcomb,1811649171,Nurse - Nurse Practitioner
Michael White,1518379650,Nurse - Nurse Practitioner
Sarah Marie White,1720662166,Anesthesiology - Certified Registered Nurse Anesthetist
Maxwell White,1043877137,Family Practice
Louis Isadore White,1902901077,Internal Medicine
Kristen Esther White,1598210429,Nurse - Nurse Practitioner
Stephen Matthew White,1396441283,Nurse - Nurse Practitioner
David Jason White,1194590810,Nurse - Nurse Practitioner
Jodi Ruth White,1194059170,Anesthesiology - Certified Registered Nurse Anesthetist
Anne Hughes White,1003815234,Allergy/Immunology
Michael M White,1609851708,Internal Medicine
Anna Olivia White,1356356216,Nurse - Nurse Practitioner
David Ronald White,1982815148,Nephrology
Bradford A Whitmer,1669636965,Gastroenterology
Nicole Whitmore,1922621218,Physician Assistant
Amy Elizabeth Whitten,1710197397,Obstetrics/Gynecology - Maternal & Fetal Medicine
Alyce Whittico,1295186252,Physician Assistant
Christopher James Whitty,1457339574,Neurology
Michael Wesley Whitworth,1184749517,Dermatology
Brett Peter Wiater,1154432714,Surgery - Orthopedic Surgery
J Michael Michael Wiater,1043292964,Surgery - Orthopedic Surgery
Bridget Wiater,1164482253,Radiology - Diagnostic Radiology
Jerome P Wiater,1326020256,Surgery - Orthopedic Surgery
Patrick J Wiater,1952383879,Surgery - Orthopedic Surgery
Deirdre A Wickham,1740228279,Obstetrics/Gynecology
Larysa Tarashevska Wickman,1063603082,Nephrology
Christopher E Wicks,1205862398,Anesthesiology - Anesthesiologist
Rebecca Ann Wideman,1720438401,Nurse - Nurse Practitioner
Eleanor Rachael Wiedeman,1053067181,Physician Assistant
Christopher H Wieg,1134454846,Physician Assistant
Lindsay Jean Wieg,1316196439,Physician Assistant
Alana Danielle Wiegand,1578157160,Nurse - Nurse Practitioner
Wendy N Wiesend,1497986863,Pathology
Heidi Christine Wiest,1659331908,Anesthesiology - Certified Registered Nurse Anesthetist
Matthew J Wietrzykowski,1528040979,Internal Medicine
Ralph W Wiktor,1285674044,Physician Assistant
Christa Wren Wilczewski,1275252561,Physician Assistant
Allison Marie Wildey,1497348171,Nurse - Nurse Practitioner
Spencer Karl Wilhelm,1952962912,Surgery - General Surgery
Sarah Zukowski Wilhelm,1639371859,Physician Assistant
Michael Joseph Wilk,1265091680,Surgery - Orthopedic Surgery
Rosanne Wilkinson,1437127008,Physician Assistant
Samantha Kathleen Estelle Will,1740889328,Nurse - Nurse Practitioner
Brendan Charles-Mulligan Wille,1063233963,Physician Assistant
Michael William-Mulligan Wille,1730601162,Physician Assistant
Bridget Beth-Obrien Wille,1326563883,Physician Assistant
Jennifer Marie Wille,1811546229,Physician Assistant
Richard T Wille,1689656662,Gastroenterology
Amanda Leslie-Anne Williams,1174606461,Physician Assistant
Jacqueline Williams,1912697749,Other
Andrea Williams,1083915052,Physician Assistant
Susan Jean Williams,1518902576,Family Practice
Michael J Williams,1821076456,Internal Medicine
George Arthur Williams,1558393405,Ophthalmology
Stephen A Williams,1962464982,Internal Medicine
Jeffrey L Williams,1710993217,Surgery - Plastic and Reconstructive Surgery
Troy Robert Keoni Williams,1821209495,Surgery - Orthopedic Surgery
Ashly Williams,1285356394,Nurse - Nurse Practitioner
Nicole M Williams,1215022744,Anesthesiology - Certified Registered Nurse Anesthetist
Joseph Lawson Williams,1073534491,Family Practice
Derrick Anthony Williamson,1215922059,Family Practice
Brian D Williamson,1255313268,Cardiology - Cardiologist
Angela Soyad Willis,1366911927,Nurse - Nurse Practitioner
Lynn Willis-Carr,1528692894,Nurse - Nurse Practitioner
John Patrick Willoughby,1962847533,Pulmonary Disease
Jeffrey M Wilseck,1962449033,Radiology - Interventional Radiology
Brittany Morrell Wilson,1053820639,Physician Assistant
Alec E Wilson,1801270327,Urology
Sarah E Wilson,1275797946,Family Practice
Francesca Rosario Wilson,1437538568,Pediatric Medicine
Yelena Wilson,1568817724,Pathology
Liz Mary Wilson,1184980690,Hospitalist
Caitlin E Wilson,1790278323,Nurse - Nurse Practitioner
Jessica Lauren Wilson,1639710684,Anesthesiology - Certified Registered Nurse Anesthetist
Tara Shewre Wilson,1821063280,Nurse - Nurse Practitioner
Stephen Wilson,1659376267,Physical Medicine and Rehabilitation
Penny Wilton,1881987006,Critical Care (Intensivists)
Matthew John Wilusz,1710338728,Emergency Medicine
Julie C Winger-Tallent,1043288954,Physician Assistant
Megan Winkler,1659043586,Nurse - Nurse Practitioner
Amanda Rae Winkley,1710227210,Anesthesiology - Certified Registered Nurse Anesthetist
Nicole Winn,1235537366,Nurse - Nurse Practitioner
Sherry L Winter,1285380089,Nurse - Certified Nurse Midwife
Frank Douglas Winters,1093785941,Family Practice
Christian Wiscombe,1760121701,Nephrology
Wendy Wismer,1952158065,Pediatric Medicine
Leanne M Wisniewski,1386626547,Pediatric Medicine
Adrienne Christine Wisniewski,1477075729,Nurse - Nurse Practitioner
Jennifer Witmer,1760810741,Nurse - Nurse Practitioner
Paula Ann Witte,1780930453,Nurse - Nurse Practitioner
Marc I Wittenberg,1871561654,Pain Management - Interventional Pain Management
Courtney Lynn Wittfeldt,1083139877,Nurse - Nurse Practitioner
Patrick Wloszczynski,1528591971,Emergency Medicine
Lisa M Wodtke,1962569152,Anesthesiology - Certified Registered Nurse Anesthetist
Veronica Woelke,1801421953,Nurse - Nurse Practitioner
Joyce L Wofford,1235500570,Nurse - Nurse Practitioner
Kirk J Wojno,1386620730,Pathology
Lynda J Wolf,1649264938,Endocrinology - Reproductive
David B Wolf,1447339460,Internal Medicine
Melissa A Wolf,1821366881,Anesthesiology - Certified Registered Nurse Anesthetist
Erik Wolf,1740717974,Radiology - Diagnostic Radiology
Thomas Phillip Wolfe,1891831665,Obstetrics/Gynecology
Dana Lara Wolfe,1033125802,Nurse - Nurse Practitioner
Jeremy Dean Wolfe,1356365514,Ophthalmology
Suzanne Wolfe,1154390102,Anesthesiology - Certified Registered Nurse Anesthetist
Garen Wolff,1154855443,Allergy/Immunology
Janice E Wolff,1366411324,Anesthesiology - Certified Registered Nurse Anesthetist
Ian Alexander Wolffe,1790306405,Nurse - Nurse Practitioner
Emily Katherine Wolfrum,1871083683,Nurse - Nurse Practitioner
Susan Tracy Wolgamott,1760894638,Nurse - Nurse Practitioner
Ryan Scott Wolok,1215377791,Internal Medicine
Kenneth J Wolok,1194715557,Family Practice
Jeffery H Wong,1205896263,Radiology - Diagnostic Radiology
Stephanie Yuen Ting Wong,1073257952,Obstetrics/Gynecology
Jennifer Ann Wong,1346303856,Optometry
Jean Jimin Woo,1851740476,Infectious Disease
David P Wood,1386736759,Urology
Aaron Rapson Wood,1316197833,Anesthesiology - Anesthesiologist
Brian Donald Wood,1215342381,Family Practice
Amanda Wood,1861191819,Physician Assistant
Michelle Patricia Wood,1386154391,Nurse - Nurse Practitioner
James Henry Wood,1497217822,Nurse - Nurse Practitioner
Ebonique Latrice Woodard,1437719903,Nurse - Nurse Practitioner
Lindsey Woodbury,1619515053,Nurse - Nurse Practitioner
Jennifer Michelle Woodman,1760702203,Nurse - Nurse Practitioner
Katherine E Woods,1558009126,Radiology - Diagnostic Radiology
Kristen Kay Woods,1093792855,Family Practice
Debbie D Woody Vitale,1174607527,Podiatry
